,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,West Virginia ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Lotta-Maj Lahtinen,39,.688,.688,.563,.000,7.6,7.9,7.7,10.4,4.9,3.1,20.0,27.1,123,87,
1,Lorela Cubaj,39,.585,.588,.059,.118,15.2,31.6,23.2,5.5,0.0,3.1,14.4,28.3,117,92,
2,Kierra Fletcher,32,.521,.542,.167,.250,9.3,19.2,14.2,23.3,2.0,7.6,18.4,26.9,109,87,
3,Loyal McQueen,23,.847,.750,.500,1.000,0.0,6.7,3.3,6.4,0.0,0.0,41.0,11.2,110,100,
4,Nerea Hermosa,21,.253,.000,.000,.667,0.0,22.0,10.8,6.6,0.0,0.0,34.0,14.8,52,96,
6,Eylia Love,25,.600,.600,.000,.000,11.9,0.0,6.0,0.0,5.0,0.0,0.0,10.6,146,90,
7,Anaya Boyd,19,.789,,,,7.8,16.2,11.9,14.5,3.3,0.0,0.0,4.9,198,90,
8,Anisa Clark,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,102,
9,Avyonce Carter,1,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.8,0,102,
10,School Totals,200,.587,.571,.250,.232,40.7,76.9,58.5,37.9,11.1,12.1,18.4,100.0,115.9,88.9,
