,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Notre Dame ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Sophie Brunner,30,.395,.167,.000,1.000,23.5,16.2,19.9,0.0,0.0,2.6,0.0,13.3,122,114,
1,Deja Mann,26,.734,.667,.556,.444,0.0,9.3,4.6,23.1,8.1,0.0,21.8,24.5,129,101,
2,Kelsey Moos,25,.333,.333,.000,.000,0.0,19.4,9.6,0.0,2.1,0.0,14.3,13.0,69,109,
3,Promise Amukamara,22,.333,.333,.000,.000,16.0,11.0,13.6,10.5,4.8,0.0,25.0,16.8,75,107,
4,Elisha Davis,22,.112,.000,.500,.250,0.0,0.0,0.0,17.3,0.0,0.0,18.4,22.9,35,122,
6,Adrianne Thomas,18,.714,.500,.167,1.333,0.0,0.0,0.0,0.0,5.8,0.0,29.6,34.8,111,109,
7,Katie Hempen,17,.339,.250,.250,1.000,0.0,14.3,7.0,0.0,0.0,0.0,34.2,23.8,51,115,
8,Arnecia Hawkins,14,.602,.643,.429,.143,16.8,8.7,12.8,0.0,0.0,0.0,0.0,24.6,139,118,
9,Eliza Normen,11,.000,.000,.000,.000,0.0,11.0,5.4,0.0,0.0,0.0,75.0,16.8,0,117,
10,Joy Burke,9,1.007,1.000,.000,.333,26.1,0.0,13.3,0.0,0.0,0.0,22.5,22.8,153,121,
11,Quinn Dornstauder,6,,,,,0.0,20.2,10.0,0.0,0.0,0.0,,0.0,,113,
12,School Totals,200,.490,.402,.250,.464,38.2,51.5,44.8,23.8,11.8,2.0,21.8,100.0,88.2,110.5,
