,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Tennessee,72.1,0.329,10.9,38.8,0.105,80.6
1,Baylor,72.1,0.484,14.2,36.1,0.274,106.9
