,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Green Bay ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Julie Wojta,40,7,10,.700,7,10,.700,0,0,,4,5,.800,0,3,3,2,3,0,2,3,18
1,Celeste Hoewisch,39,5,10,.500,4,8,.500,1,2,.500,3,6,.500,0,2,2,2,4,0,6,3,14
2,Kayla Tetschlag,38,2,9,.222,2,8,.250,0,1,.000,6,6,1.000,1,11,12,4,0,1,4,2,10
3,Sarah Eichler,31,1,3,.333,1,3,.333,0,0,,1,2,.500,0,1,1,3,1,0,3,2,3
4,Hannah Quilling,13,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,0,3,0,3,2,0
6,Adrian Ritchie,33,6,10,.600,2,5,.400,4,5,.800,4,6,.667,1,0,1,2,2,1,1,3,20
7,Lydia Bauer,6,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0
8,Katie Bushman,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,Jenny Gilbertson,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Stephanie Sension,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Sam Zastrow,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,200,21,44,.477,16,36,.444,5,8,.625,18,25,.720,2,18,20,14,13,2,19,15,65
