,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Morghan Medlock,40,.528,.556,.000,.333,10.0,25.0,19.5,0.0,0.0,0.0,16.2,16.7,92,46
1,Melissa Jones,40,.369,.125,.375,.750,10.0,13.5,12.2,26.7,4.3,1.9,8.6,15.8,95,48
2,Kelli Griffin,40,.306,.333,.000,1.333,0.0,5.8,3.7,33.3,4.3,1.9,55.8,14.6,42,57
3,Brittney Griner,27,.339,.286,.000,1.000,0.0,17.1,10.8,0.0,0.0,39.9,22.9,26.2,56,39
4,Kimetria Hayden,17,.672,.600,.200,.400,0.0,18.1,11.5,0.0,6.7,0.0,40.5,31.5,72,38
6,Terran Condrey,27,.443,.333,.000,.667,4.9,8.5,7.2,11.4,0.0,0.0,20.5,19.6,81,63
7,Shanay Washington,6,.500,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,20.0,45.1,73,73
8,Mariah Chandler,2,,,,,0.0,38.5,24.4,0.0,0.0,0.0,,0.0,,32
9,Ashley Field,1,1.053,,,,0.0,0.0,0.0,0.0,0.0,0.0,69.4,78.0,68,73
10,School Totals,200,.447,.381,.095,.643,23.3,71.2,53.7,62.5,11.4,30.8,26.7,100.0,70.0,47.1
