,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Doniyah Cliney,34,.500,.500,.125,.000,4.1,2.9,3.4,0.0,0.0,0.0,0.0,12.0,111,89,
1,A'ja Wilson,33,.518,.400,.000,.467,8.4,42.4,28.1,19.0,6.7,14.8,21.7,35.6,94,45,
2,Bianca Jackson,32,.618,.625,.417,.167,4.3,6.3,5.4,10.0,1.7,0.0,13.4,23.6,113,84,
3,Tyasha Harris,31,.274,.200,.600,.200,0.0,9.7,5.6,6.9,1.8,3.1,35.5,13.8,43,80,
4,Alexis Jennings,27,.603,.000,.000,4.000,10.2,29.6,21.5,14.8,0.0,3.6,26.6,14.2,116,75,
6,Mikiah Herbert Harrigan,17,.362,.200,.000,.800,0.0,17.6,10.2,0.0,3.3,5.7,22.8,26.2,63,71,
7,LeLe Grissett,11,.000,.000,.000,.000,12.5,0.0,5.3,18.2,10.1,0.0,50.0,9.2,44,66,
8,Victoria Patrick,9,.625,.625,.750,.000,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.2,96,91,
9,LaDazhia Williams,6,,,,,0.0,33.3,19.3,0.0,0.0,0.0,100.0,8.5,0,76,
10,School Totals,200,.504,.423,.231,.423,24.1,82.5,58.0,35.0,12.5,19.5,21.4,100.0,87.5,72.2,
