,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Marquette ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Chassidy Fussell,35,.423,.423,.462,.000,3.2,4.4,3.7,4.9,0.0,0.0,7.1,18.8,97,111,
1,Kathleen Nash,34,.559,.559,.412,.000,16.3,18.1,17.1,6.0,3.3,2.9,10.5,26.3,109,99,
2,Ashleigh Fontenette,33,.333,.333,.067,.000,3.4,14.0,7.8,26.4,3.4,0.0,16.7,25.7,79,102,
3,Yvonne Anderson,31,.250,.250,.200,.000,10.8,14.9,12.5,24.4,3.6,0.0,0.0,15.2,89,101,
4,Ashley Gayle,30,.333,.333,.000,.000,7.4,46.2,23.7,0.0,1.9,13.0,18.2,17.3,62,89,
6,Tiffany Moore,12,1.000,1.000,.500,.000,9.3,0.0,5.4,0.0,4.7,0.0,20.0,19.6,141,101,
7,Kristen Nash,11,.667,.667,.000,.000,0.0,0.0,0.0,0.0,5.1,0.0,0.0,12.8,146,100,
8,Anne Marie Hartung,9,.500,.500,.000,.000,12.3,17.1,14.3,18.1,0.0,10.8,50.0,20.9,57,100,
9,Chelsea Bass,5,.000,.000,1.000,.000,22.2,30.8,25.8,0.0,0.0,0.0,0.0,9.4,0,107,
10,School Totals,200,.439,.439,.257,.000,41.7,84.6,59.7,44.8,12.7,14.6,12.9,100.0,91.5,95.8,
