,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Chassidy Fussell,35,5,13,.385,4,7,.571,1,6,.167,0,0,,1,1,2,1,0,0,1,3,11
1,Kathleen Nash,34,8,17,.471,5,10,.500,3,7,.429,0,0,,5,4,9,1,2,1,2,2,19
2,Ashleigh Fontenette,33,5,15,.333,5,14,.357,0,1,.000,0,0,,1,3,4,5,2,0,3,0,10
3,Yvonne Anderson,31,2,10,.200,1,8,.125,1,2,.500,0,0,,3,3,6,5,2,0,0,2,5
4,Ashley Gayle,30,3,9,.333,3,9,.333,0,0,,0,0,,2,9,11,0,1,4,2,3,6
6,Tiffany Moore,12,3,4,.750,1,2,.500,2,2,1.000,0,0,,1,0,1,0,1,0,1,1,8
7,Kristen Nash,11,2,3,.667,2,3,.667,0,0,,0,0,,0,0,0,0,1,0,0,0,4
8,Anne Marie Hartung,9,1,2,.500,1,2,.500,0,0,,0,0,,1,1,2,1,0,1,2,3,2
9,Chelsea Bass,5,0,1,.000,0,0,,0,1,.000,0,0,,1,1,2,0,0,0,0,1,0
10,School Totals,200,29,74,.392,22,55,.400,7,19,.368,0,0,,15,22,37,13,9,6,11,15,65
