,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Oral Roberts ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Taylor Cooper,40,4,18,.222,1,7,.143,3,11,.273,4,6,.667,2,4,6,2,2,1,4,2,15
1,Savanna Buck,39,4,6,.667,4,6,.667,0,0,,7,11,.636,2,7,9,3,3,1,3,4,15
2,Kevi Luper,38,8,21,.381,6,18,.333,2,3,.667,2,2,1.000,2,2,4,1,1,1,3,2,20
3,Sarah Shelton,34,1,6,.167,1,6,.167,0,0,,0,0,,8,2,10,0,0,6,1,4,2
4,Jaci Bigham,30,1,9,.111,0,3,.000,1,6,.167,0,0,,0,3,3,2,2,0,5,2,3
6,Christian Key,13,3,4,.750,2,2,1.000,1,2,.500,0,0,,1,2,3,1,1,0,4,1,7
7,Bernadett Balla,6,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,1,0,1,0
8,School Totals,200,21,66,.318,14,43,.326,7,23,.304,13,19,.684,15,20,35,9,9,10,20,16,62
