,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Whitney Hand,38,.674,.643,.357,.571,0.0,10.0,5.6,9.3,0.0,4.0,22.2,23.9,115,95,
1,Aaryn Ellenberg,35,.533,.533,.400,.133,0.0,5.4,3.0,9.9,1.3,0.0,15.9,21.8,104,96,
2,Carlee Roethlisberger,33,.506,.333,.333,.667,7.3,20.2,14.5,4.2,1.4,0.0,20.5,11.9,105,87,
3,Danielle Robinson,26,.490,.412,.000,.294,9.3,11.0,10.3,45.6,3.6,0.0,13.5,34.5,113,87,
4,Nicole Griffin,19,.800,.800,.000,.000,12.8,10.0,11.2,0.0,2.5,8.1,28.6,14.9,115,87,
6,Joanna McFarland,25,.633,.500,.000,.667,33.9,30.5,32.0,0.0,3.7,3.1,34.0,19.0,106,75,
7,Jasmine Hartman,15,,,,,0.0,0.0,0.0,8.6,0.0,0.0,100.0,8.1,15,102,
8,Morgan Hook,9,.000,.000,.750,.000,0.0,0.0,0.0,0.0,0.0,8.5,0.0,17.9,0,99,
9,School Totals,200,.552,.493,.239,.343,39.4,61.9,52.0,38.7,8.2,11.5,22.0,100.0,101.2,84.7,
