,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Connecticut ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Alison Lacey,34,.450,.450,.400,.000,3.5,10.4,6.9,34.3,0.0,0.0,33.3,25.2,62,118
1,Anna Prins,30,.357,.357,.429,.000,0.0,11.8,5.9,0.0,0.0,0.0,12.5,30.5,60,117
2,Kelsey Bolte,29,.000,.000,.333,.000,0.0,16.2,8.1,27.6,4.1,0.0,0.0,5.9,41,105
3,Chelsea Poppens,28,.500,.500,.000,.000,12.6,25.2,18.9,0.0,2.1,3.6,20.0,20.4,69,103
4,Denae Stuckey,23,.375,.375,.750,.000,5.1,10.2,7.7,13.1,0.0,0.0,42.9,17.4,43,118
6,Amanda Zimmerman,15,.000,.000,.750,.000,0.0,15.7,7.8,0.0,0.0,0.0,0.0,15.2,0,115
7,Jessica Schroll,15,.000,.000,.333,.000,0.0,0.0,0.0,17.8,0.0,0.0,40.0,19.0,9,124
8,Chassidy Cole,12,.750,.750,1.000,.000,0.0,9.8,4.9,28.6,0.0,0.0,0.0,9.5,149,119
9,Whitney Williams,10,.300,.300,1.000,.000,0.0,11.8,5.9,36.4,0.0,0.0,28.6,40.0,47,117
10,Shellie Mosman,2,,,,,0.0,58.8,29.4,0.0,0.0,0.0,100.0,28.6,0,93
11,Anna Florzak,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,124
12,School Totals,200,.340,.340,.472,.000,14.7,67.6,41.2,66.7,4.4,2.5,24.3,100.0,52.9,108.8
