,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Kalana Greene,27,.333,.333,.000,.000,0.0,21.8,10.9,12.9,2.2,0.0,0.0,11.0,92,
1,Tiffany Hayes,26,.223,.125,.375,.250,13.6,13.6,13.6,25.2,0.0,0.0,10.1,18.8,85,
2,Tina Charles,25,.490,.385,.000,.538,9.4,23.5,16.5,26.7,0.0,11.4,5.9,33.9,116,
3,Caroline Doty,23,.300,.300,1.000,.000,0.0,10.2,5.1,28.7,2.6,6.2,16.7,12.9,87,
4,Maya Moore,20,.784,.767,.467,.133,11.8,23.5,17.6,75.0,8.9,0.0,0.0,39.3,163,
6,Kelly Faris,21,1.000,1.000,.500,.000,11.2,11.2,11.2,26.1,2.8,13.6,11.1,21.2,161,
7,Lorin Dixon,15,1.500,1.500,1.000,.000,0.0,23.5,11.8,11.4,0.0,0.0,0.0,3.3,276,
8,Kaili McLaren,15,.380,.333,.333,.667,7.8,15.7,11.8,34.3,0.0,0.0,34.0,19.4,82,
9,Meghan Gardler,13,.000,.000,.800,.000,0.0,9.0,4.5,0.0,4.6,0.0,16.7,22.9,0,
10,Jacquie Fernandes,9,.000,.000,.500,.000,0.0,26.1,13.1,0.0,0.0,0.0,33.3,16.5,0,
11,Heather Buck,6,,,,,19.6,0.0,9.8,0.0,0.0,23.8,100.0,8.3,43,
12,School Totals,200,.513,.477,.394,.197,32.4,85.3,58.8,84.6,10.3,21.4,11.1,100.0,108.8,52.9
