,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Navy ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Audrey Bauer,36,2,15,.133,1,6,.167,1,9,.111,0,0,,1,2,3,3,1,1,3,1,5
1,Jade Geif,33,7,10,.700,7,10,.700,0,0,,0,0,,2,5,7,1,1,0,1,2,14
2,Kara Pollinger,31,1,9,.111,0,6,.000,1,3,.333,2,2,1.000,0,4,4,3,0,0,1,0,5
3,Erin Edwards,30,2,5,.400,1,2,.500,1,3,.333,0,0,,0,3,3,2,1,0,0,0,5
4,Alix Membreno,25,3,11,.273,2,7,.286,1,4,.250,0,0,,0,5,5,0,0,0,3,4,7
6,Chloe Stapleton,16,2,4,.500,0,0,,2,4,.500,0,0,,1,0,1,0,0,0,0,1,6
7,Chey Arvin,14,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0
8,M.L. Morrison,11,1,4,.250,1,2,.500,0,2,.000,0,0,,0,1,1,1,0,0,1,3,2
9,Chantel Lavender,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0
10,School Totals,200,18,59,.305,12,34,.353,6,25,.240,2,2,1.000,4,20,24,10,4,1,10,13,44
