,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Ashleigh Fontenette,36,.457,.417,.083,.583,2.4,3.2,2.7,20.3,4.1,0.0,21.0,22.6,82,96
1,Kathleen Nash,29,.214,.214,.857,.000,5.9,11.8,8.4,6.7,5.1,0.0,22.2,13.3,49,92
2,Brittainey Raven,27,.231,.231,.077,.000,6.3,4.2,5.4,16.9,1.8,0.0,18.8,25.3,50,100
3,Earnesia Williams,25,.424,.250,.125,1.000,13.6,13.7,13.7,17.0,4.0,4.6,14.8,23.1,93,90
4,Ashley Gayle,16,.584,1.000,.000,1.500,16.0,35.7,24.4,0.0,0.0,7.1,0.0,8.9,121,90
6,Cokie Reed,25,.598,.545,.000,.455,0.0,27.4,11.7,12.9,2.0,9.1,7.0,24.3,118,88
7,Erika Arriaran,18,.314,.286,.571,.286,4.7,25.4,13.6,12.7,0.0,0.0,20.2,23.4,61,98
8,Yvonne Anderson,16,.219,.000,.000,1.500,0.0,7.1,3.0,11.4,6.2,0.0,0.0,17.7,59,89
9,Kristen Nash,8,.500,.500,.000,.000,0.0,14.3,6.1,0.0,0.0,0.0,0.0,10.7,105,101
10,School Totals,200,.390,.341,.197,.470,27.7,71.4,46.3,50.0,14.8,11.4,14.8,100.0,77.8,91.4
