,UCLA ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jordin Canada,3,11,3,11,0,0,4,4,0,2,5,1,0,4,3,10,0.36363636363636365,1.25
1,Monique Billings,4,10,4,10,0,0,0,0,1,6,1,2,5,3,3,8,0.0,0.3333333333333333
2,Kari Korver,1,2,1,1,0,1,0,0,1,3,3,1,0,2,3,2,0.0,1.5
3,Nirra Fields,7,13,6,10,1,3,1,3,0,8,4,1,1,3,3,16,0.07692307692307693,1.3333333333333333
4,Lajahna Drummer,3,6,3,6,0,0,3,3,3,2,0,2,0,2,5,9,0.5,0.0
10,School Totals,26,59,23,51,3,8,11,16,9,28,15,8,8,17,25,66,0.1864406779661017,0.8823529411764706
