,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brittany McPhee,4,12,4,12,0,0,3,5,4,7,6,2,0,3,1,11,0.25,2.0
1,Kiana Williams,8,16,3,8,5,8,0,0,0,2,2,2,0,1,2,21,0.0,2.0
2,Alanna Smith,8,13,5,7,3,6,1,2,4,2,0,2,4,7,4,20,0.07692307692307693,0.0
3,Kaylee Johnson,3,4,3,4,0,0,0,1,3,5,0,1,3,2,5,6,0.0,0.0
4,Marta Sniezek,1,3,1,1,0,2,5,8,0,0,4,0,0,0,2,7,1.6666666666666667,0.0
13,School Totals,30,59,19,37,11,22,11,20,12,21,16,8,8,18,21,82,0.1864406779661017,0.8888888888888888
