,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,George Washington ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lauren Chase,39,2,7,.286,2,6,.333,0,1,.000,0,0,,0,1,1,5,1,0,6,1,4
1,Brianna Cummings,37,1,11,.091,1,11,.091,0,0,,4,4,1.000,2,4,6,3,0,2,4,4,6
2,Caira Washington,35,1,8,.125,1,8,.125,0,0,,3,4,.750,5,7,12,0,1,0,3,3,5
3,Jonquel Jones,34,5,15,.333,5,12,.417,0,3,.000,10,12,.833,5,8,13,0,0,6,4,3,20
4,Hannah Schaible,28,4,10,.400,4,8,.500,0,2,.000,3,5,.600,3,2,5,2,1,2,3,5,11
6,Shannon Cranshaw,11,1,2,.500,1,1,1.000,0,1,.000,1,2,.500,0,3,3,1,0,1,0,1,3
7,Kelli Prange,11,1,4,.250,1,2,.500,0,2,.000,0,0,,2,3,5,0,1,0,1,3,2
8,Mei-Lyn Bautista,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0
9,Alexis Chandler,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,School Totals,200,15,58,.259,15,48,.313,0,10,.000,21,27,.778,17,28,45,12,4,11,21,20,51
