,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Katie Lou Samuelson,6,13,4,6,2,7,1,2,0,3,9,2,0,0,2,15,0.07692307692307693,0.0
1,Saniya Chong,3,7,3,4,0,3,0,0,2,4,5,2,0,2,3,6,0.0,2.5
2,Napheesa Collier,10,15,10,14,0,1,4,5,3,7,2,3,3,0,2,24,0.26666666666666666,0.0
3,Gabby Williams,5,9,5,9,0,0,10,11,5,5,6,5,1,1,0,20,1.1111111111111112,6.0
4,Kia Nurse,8,10,2,3,6,7,2,2,0,0,3,0,0,3,3,24,0.2,1.0
10,School Totals,43,69,30,43,13,26,17,20,11,30,34,12,7,10,14,116,0.2463768115942029,3.4
