,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Katie Lou Samuelson,6,12,2,4,4,8,0,0,0,7,4,1,0,4,4,16,0.0,1.0
1,Kia Nurse,4,13,2,6,2,7,0,0,3,2,2,1,0,2,4,10,0.0,1.0
2,Napheesa Collier,11,17,10,16,1,1,1,1,3,2,2,1,0,2,2,24,0.058823529411764705,1.0
3,Gabby Williams,6,12,6,12,0,0,0,0,3,7,7,1,3,4,4,12,0.0,1.75
4,Crystal Dangerfield,3,11,1,3,2,8,0,0,0,1,4,1,0,3,2,8,0.0,1.3333333333333333
6,School Totals,38,77,29,53,9,24,4,6,13,23,20,5,6,17,18,89,0.05194805194805195,1.1764705882352942
