,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Bethune-Cookman ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Angel Golden,38,7,22,.318,1,2,.500,6,20,.300,5,7,.714,0,2,2,1,1,0,3,3,25
1,Amaya Scott,35,3,6,.500,3,6,.500,0,0,,0,0,,6,6,12,1,1,2,5,1,6
2,Camary Harris,31,2,8,.250,1,5,.200,1,3,.333,0,0,,0,2,2,5,1,0,0,1,5
3,Chasimmie Brown,28,0,6,.000,0,6,.000,0,0,,2,2,1.000,3,3,6,1,0,0,0,3,2
4,Amani Ball,14,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,0,0,0,1,1,3
6,Kindell Fincher,16,0,8,.000,0,3,.000,0,5,.000,2,2,1.000,0,2,2,0,1,0,0,2,2
7,Tania White,13,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,2,0,0,2,2,3
8,Armani Walker,13,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,1,1,0,3,2,2
9,Alyssa Jones,11,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2
10,School Totals,199,16,60,.267,7,26,.269,9,34,.265,9,11,.818,9,16,25,11,5,2,14,16,50
