,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Buffalo ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Summer Hemphill,40,3,10,.300,3,9,.333,0,1,.000,2,2,1.000,8,2,10,2,3,0,2,4,8
1,Dyaisha Fair,39,10,28,.357,5,15,.333,5,13,.385,0,2,.000,1,4,5,7,2,0,2,0,25
2,Georgia Woolley,39,6,20,.300,3,12,.250,3,8,.375,0,0,,1,2,3,3,7,0,7,4,15
3,Dominique Camp,37,4,12,.333,3,8,.375,1,4,.250,0,0,,0,1,1,2,1,0,3,1,9
4,Loren Christie,17,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,4,4,0,0,1,2,2,2
6,Adebola Adeyeye,8,0,0,,0,0,,0,0,,0,2,.000,3,1,4,0,0,0,0,5,0
7,Saniaa Wilson,7,1,2,.500,1,2,.500,0,0,,4,4,1.000,2,1,3,1,0,0,0,3,6
8,Elea Gaba,7,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,3,2
9,Jazmine Young,5,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0
10,School Totals,199,26,75,.347,17,48,.354,9,27,.333,6,10,.600,15,16,31,16,13,1,16,23,67
