,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Arike Ogunbowale,30,.579,.529,.235,.353,0.0,12.9,6.6,27.2,0.0,0.0,0.0,27.7,139,89,
1,Jackie Young,29,.575,.536,.071,.643,21.1,16.7,18.9,37.8,1.7,5.7,5.3,27.7,139,80,
2,Marina Mabrey,29,.167,.167,.667,.000,0.0,6.7,3.4,16.3,1.7,0.0,14.3,10.2,64,87,
3,Brianna Turner,28,.747,.714,.000,.714,7.3,31.2,19.5,0.0,3.5,11.8,9.8,15.4,145,66,
4,Jessica Shepard,25,.596,.600,.000,.133,4.1,31.1,17.9,15.4,5.9,3.3,11.2,30.3,113,66,
6,Abby Prohaska,18,.000,.000,.500,.000,0.0,5.4,2.8,0.0,2.7,0.0,0.0,4.7,0,84,
7,Mikayla Vaughn,15,.309,.333,.000,.167,20.4,6.5,13.3,0.0,0.0,5.5,0.0,18.2,94,87,
8,Danielle Patterson,9,.508,.500,.000,1.000,11.3,10.8,11.1,14.5,5.5,0.0,41.0,23.0,76,78,
9,Jordan Nixon,6,.000,.000,1.000,.000,0.0,0.0,0.0,19.0,0.0,0.0,0.0,7.1,58,93,
10,Danielle Cosgrove,5,1.500,1.500,1.000,.000,20.4,0.0,10.0,0.0,0.0,0.0,50.0,16.9,108,94,
11,Nicole Benz,3,.000,.000,1.000,.000,0.0,32.4,16.6,0.0,0.0,0.0,0.0,14.1,0,82,
12,Maureen Butler,2,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,66.7,63.5,38,94,
13,School Totals,199,.536,.507,.178,.342,35.9,78.0,57.5,57.1,11.1,16.7,10.5,100.0,112.3,77.8,
