,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Joanne Allen-Taylor,40,6,13,.462,6,12,.500,0,1,.000,0,0,,0,2,2,1,2,0,0,0,12
1,Rori Harmon,34,5,11,.455,4,9,.444,1,2,.500,0,0,,1,3,4,8,2,0,2,0,11
2,Lauren Ebo,26,2,4,.500,2,4,.500,0,0,,1,4,.250,1,4,5,1,0,0,1,2,5
3,DeYona Gaston,11,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0
4,Shay Holle,10,3,5,.600,3,4,.750,0,1,.000,0,0,,0,0,0,0,0,0,0,1,6
6,Aliyah Matharu,28,6,7,.857,4,5,.800,2,2,1.000,0,0,,0,5,5,2,3,1,1,0,14
7,Aaliyah Moore,20,9,10,.900,9,10,.900,0,0,,3,4,.750,2,3,5,0,0,0,1,3,21
8,Audrey Warren,19,2,3,.667,2,3,.667,0,0,,1,2,.500,2,2,4,4,2,1,4,2,5
9,Kyndall Hunter,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Latasha Lattimore,4,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,2,1,4
11,Femme Masudi,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,199,35,55,.636,32,49,.653,3,6,.500,5,10,.500,6,19,25,16,9,3,11,9,78
