,Texas ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Celeste Taylor,3,18,3,15,0,3,2,4,2,5,2,3,0,4,2,8,0.1111111111111111,0.5
1,Kyra Lambert,2,9,2,7,0,2,0,0,0,5,2,1,0,2,1,4,0.0,1.0
2,Joanne Allen-Taylor,1,7,1,4,0,3,1,2,2,0,3,0,0,0,2,3,0.14285714285714285,0.0
3,Audrey Warren,5,8,2,4,3,4,0,0,2,3,0,1,0,4,3,13,0.0,0.0
4,Charli Collier,2,10,2,7,0,3,0,0,0,4,0,0,3,3,3,4,0.0,0.0
10,School Totals,14,61,11,46,3,15,3,6,9,21,7,5,3,15,14,34,0.04918032786885246,0.4666666666666667
