,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Florida State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brittany Brown,37,2,8,.250,2,6,.333,0,2,.000,4,4,1.000,0,3,3,4,3,0,3,0,8
1,Leticia Romero,35,8,12,.667,8,12,.667,0,0,,2,2,1.000,1,4,5,3,1,0,2,3,18
2,Shakayla Thomas,33,5,17,.294,5,17,.294,0,0,,2,3,.667,2,9,11,1,1,1,1,2,12
3,Imani Wright,32,4,11,.364,4,9,.444,0,2,.000,1,2,.500,1,2,3,1,1,0,0,3,9
4,Ivey Slaughter,31,4,7,.571,4,7,.571,0,0,,3,4,.750,6,2,8,0,9,0,2,1,11
6,Chatrice White,12,2,7,.286,2,6,.333,0,1,.000,0,1,.000,0,1,1,0,0,1,0,2,4
7,Nicki Ekhomu,8,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,1,2
8,Maria Conde,8,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0
9,Ama Degbeon,4,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,1,0,0,0,2
10,School Totals,200,27,66,.409,27,61,.443,0,5,.000,12,16,.750,11,22,33,9,16,2,9,12,66
