,Louisville ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jazmine Jones,5,6,5,6,0,0,0,2,3,3,2,1,0,4,2,10,0.0,0.5
1,AD Durr,4,14,4,10,0,4,1,1,0,3,3,2,0,1,1,9,0.07142857142857142,3.0
2,Arica Carter,2,4,2,3,0,1,0,0,0,2,7,1,0,2,3,4,0.0,3.5
3,Sam Fuehring,5,6,5,6,0,0,4,6,4,7,1,0,1,2,2,14,0.6666666666666666,0.5
4,Myisha Hines-Allen,2,7,2,7,0,0,0,0,3,11,1,2,1,2,1,4,0.0,0.5
10,School Totals,30,62,28,52,2,10,12,17,11,39,18,8,3,17,16,74,0.1935483870967742,1.0588235294117647
