,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Maya Moore,14,26,11,18,3,8,3,6,5,7,1,2,1,1,0,34,0.11538461538461539,1.0
1,Tina Charles,9,17,9,17,0,0,3,5,5,8,4,1,2,2,3,21,0.17647058823529413,2.0
2,Kalana Greene,3,7,3,7,0,0,0,0,0,3,2,3,0,1,2,6,0.0,2.0
3,Tiffany Hayes,1,8,1,4,0,4,5,8,0,0,2,0,0,1,4,7,0.625,2.0
4,Caroline Doty,0,6,0,2,0,4,0,0,0,3,4,0,0,2,4,0,0.0,2.0
11,School Totals,28,67,25,50,3,17,11,19,12,23,20,6,3,7,15,70,0.16417910447761194,2.857142857142857
