,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Moriah Jefferson,4,7,3,5,1,2,2,2,1,3,1,3,0,0,1,11,0.2857142857142857,0.0
1,Kaleena Mosqueda-Lewis,7,16,6,12,1,4,4,5,8,5,4,1,0,2,1,19,0.25,2.0
2,Breanna Stewart,6,19,6,13,0,6,4,5,4,3,1,3,4,0,0,16,0.21052631578947367,0.0
3,Stefanie Dolson,4,10,4,10,0,0,1,2,3,10,2,2,4,4,4,9,0.1,0.5
4,Bria Hartley,4,11,3,4,1,7,3,7,0,4,5,2,0,2,2,12,0.2727272727272727,2.5
9,School Totals,26,66,23,47,3,19,15,23,19,27,13,11,10,9,9,70,0.22727272727272727,1.4444444444444444
