,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Tyasha Harris,3,9,2,6,1,3,4,4,0,1,4,0,0,0,3,11,0.4444444444444444,0.0
1,Alexis Jennings,7,13,7,13,0,0,2,2,2,5,1,0,4,3,3,16,0.15384615384615385,0.3333333333333333
2,Te'a Cooper,4,6,2,4,2,2,3,6,2,4,4,0,0,1,2,13,0.5,4.0
3,Doniyah Cliney,1,5,1,3,0,2,0,0,0,1,1,0,0,2,2,2,0.0,0.5
4,Destanni Henderson,2,4,2,2,0,2,0,0,0,2,1,1,0,1,0,4,0.0,1.0
9,School Totals,24,56,20,44,4,12,20,24,9,22,12,5,9,11,14,72,0.35714285714285715,1.0909090909090908
