,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Notre Dame ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kelsey Mitchell,38,.550,.500,.500,.357,0.0,0.0,0.0,26.7,0.0,0.0,0.0,19.5,127,137,
1,Shayla Cooper,28,.346,.346,.308,.000,11.9,54.9,30.0,23.5,1.8,0.0,23.5,27.8,72,121,
2,Tori McCoy,24,.500,.500,.000,.000,9.3,0.0,5.4,7.1,2.1,0.0,11.1,17.2,98,132,
3,Sierra Calhoun,18,.438,.438,.625,.000,6.2,0.0,3.6,9.5,0.0,5.4,11.1,22.9,85,133,
4,Kiara Lewis,12,.000,.000,.500,.000,0.0,0.0,0.0,11.1,0.0,0.0,0.0,7.6,31,137,
6,Asia Doss,24,.623,.600,.600,.600,4.6,12.8,8.1,31.3,0.0,0.0,0.0,12.1,151,134,
7,Linnae Harper,20,.800,.800,.400,.000,5.6,7.7,6.5,33.3,2.5,0.0,44.4,20.6,92,129,
8,Alexa Hart,19,.472,.500,.125,.125,0.0,40.5,17.0,9.8,0.0,5.1,19.2,25.1,74,125,
9,Makayla Waterman,10,.863,.833,.333,.333,0.0,0.0,0.0,0.0,5.1,0.0,0.0,15.7,165,124,
10,Stephanie Mavunga,7,.400,.400,.000,.000,0.0,22.0,9.2,0.0,0.0,0.0,0.0,32.7,79,133,
11,School Totals,200,.502,.486,.338,.141,22.2,73.1,43.5,76.7,5.1,4.9,13.7,100.0,96.2,125.3,
