,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brittney Griner,6,18,6,18,0,0,8,15,2,7,0,0,2,4,3,20,0.4444444444444444,0.0
1,Odyssey Sims,0,6,0,5,0,1,2,2,1,1,4,1,0,2,3,2,0.3333333333333333,2.0
2,Melissa Jones,5,9,4,7,1,2,2,2,3,4,0,1,0,3,3,13,0.2222222222222222,0.0
3,Destiny Williams,2,4,2,4,0,0,1,2,1,5,0,0,1,4,2,5,0.25,0.0
4,Jordan Madden,0,2,0,1,0,1,0,0,0,1,0,0,0,3,2,0,0.0,0.0
8,School Totals,15,48,14,42,1,6,15,25,10,25,7,2,4,19,18,46,0.3125,0.3684210526315789
