,Louisville ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Shoni Schimmel,8,17,6,10,2,7,8,8,0,5,7,5,0,1,2,26,0.47058823529411764,7.0
1,Antonita Slaughter,6,9,1,3,5,6,0,0,1,6,0,0,0,3,4,17,0.0,0.0
2,Bria Smith,1,2,1,2,0,0,4,4,0,1,3,1,0,0,3,6,2.0,0.0
3,Sara Hammond,0,1,0,0,0,1,0,0,0,3,0,0,0,4,4,0,0.0,0.0
4,Asia Taylor,5,6,5,6,0,0,0,0,0,1,1,1,0,1,4,10,0.0,1.0
11,School Totals,26,49,17,30,9,19,22,25,5,28,14,11,1,18,26,83,0.4489795918367347,0.7777777777777778
