,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Alanna Smith,11,21,7,14,4,7,2,2,4,8,2,1,1,3,2,28,0.09523809523809523,0.6666666666666666
1,Brittany McPhee,6,13,5,10,1,3,4,6,4,5,1,3,2,3,0,17,0.3076923076923077,0.3333333333333333
2,Marta Sniezek,1,4,0,1,1,3,5,6,0,4,4,0,0,3,1,8,1.25,1.3333333333333333
3,Kiana Williams,4,7,3,5,1,2,3,3,0,3,6,0,0,1,1,12,0.42857142857142855,6.0
4,Kaylee Johnson,2,5,2,5,0,0,2,3,3,9,2,0,2,1,3,6,0.4,2.0
13,School Totals,31,61,22,44,9,17,19,26,15,36,17,7,7,18,14,90,0.3114754098360656,0.9444444444444444
