,Texas ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Rori Harmon,6,18,5,14,1,4,1,3,0,7,6,0,0,1,3,14,0.05555555555555555,6.0
1,Joanne Allen-Taylor,5,11,4,8,1,3,4,4,0,2,1,1,0,2,5,15,0.36363636363636365,0.5
2,Lauren Ebo,0,6,0,6,0,0,2,4,1,2,0,1,0,1,4,2,0.3333333333333333,0.0
3,Shay Holle,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
4,DeYona Gaston,0,2,0,2,0,0,0,0,0,2,0,0,1,1,3,0,0.0,0.0
9,School Totals,17,52,12,39,5,13,11,20,4,20,8,4,1,10,24,50,0.21153846153846154,0.8
