,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Stanford ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Kamille Wahlin,37,.222,.222,.556,.000,0.0,7.0,3.6,13.1,1.5,0.0,35.7,19.2,44,137
1,Kachine Alexander,36,.754,.750,.188,.250,0.0,21.5,11.1,22.6,3.1,2.4,10.1,27.8,144,127
2,Kelly Krei,30,.375,.375,.750,.000,4.6,12.9,8.9,0.0,3.7,0.0,0.0,13.5,97,129
3,Jaime Printy,27,.563,.563,.375,.000,0.0,0.0,0.0,7.0,0.0,0.0,11.1,16.9,111,143
4,Morgan Johnson,21,.432,.333,.000,.333,6.6,6.1,6.3,0.0,0.0,4.1,12.7,19.0,92,138
6,Gabby Machado,19,.695,.667,.000,.167,36.3,13.6,24.6,11.3,0.0,0.0,23.7,22.5,124,137
7,Trisha Nesbitt,18,.216,.250,.667,.333,0.0,0.0,0.0,17.9,0.0,0.0,22.5,25.0,51,142
8,Kelsey Cermak,10,.750,.750,1.000,.000,0.0,0.0,0.0,17.4,0.0,0.0,0.0,10.1,174,141
9,Danni Huss,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,143
10,Megan Considine,1,,,,,100.0,100.0,100.0,100.0,0.0,0.0,100.0,50.7,117,1
11,School Totals,200,.513,.500,.377,.148,34.5,54.8,45.0,48.1,6.9,4.3,17.7,100.0,93.1,133.3
