,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Oklahoma ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Ketty Cornemann,32,.125,.125,.375,.000,0.0,11.7,5.8,0.0,0.0,0.0,27.3,17.5,20,105
1,Kristin Rotert,31,.594,.550,.700,.200,7.8,4.0,6.0,24.4,0.0,0.0,31.5,26.1,93,108
2,Maria Boever,29,.462,.462,.154,.000,8.4,30.2,19.1,0.0,4.0,0.0,23.5,29.9,75,89
3,Macie Michelson,24,.500,.500,.143,.000,5.1,20.8,12.8,20.8,0.0,0.0,30.0,21.2,81,102
4,Jennifer Schuttloffel,20,.000,.000,.000,.000,6.1,6.3,6.2,19.0,5.8,0.0,66.7,7.6,42,94
6,Jill Young,17,.756,.700,.600,.400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,160,110
7,Leah Dietel,17,.600,.600,.000,.000,7.1,14.7,10.9,0.0,3.4,0.0,0.0,15.0,128,96
8,Jennie Sunnarborg,16,.404,.313,.250,.500,7.6,15.6,11.5,31.3,0.0,0.0,0.0,31.1,107,104
9,Alison Anderson,12,,,,,10.1,20.8,15.4,15.9,0.0,0.0,100.0,4.2,64,102
10,Ashley Eide,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,110
11,School Totals,200,.469,.439,.316,.140,27.3,68.8,47.7,47.6,7.1,0.0,22.8,100.0,81.4,97.1
