,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,South Dakota State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ketty Cornemann,32,1,8,.125,1,5,.200,0,3,.000,0,0,,0,3,3,0,0,0,3,0,2
1,Kristin Rotert,31,4,10,.400,1,3,.333,3,7,.429,2,2,1.000,2,1,3,3,0,0,5,2,13
2,Maria Boever,29,5,13,.385,3,11,.273,2,2,1.000,0,0,,2,7,9,0,2,0,4,3,12
3,Macie Michelson,24,3,7,.429,2,6,.333,1,1,1.000,0,0,,1,4,5,2,0,0,3,5,7
4,Jennifer Schuttloffel,20,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,2,2,0,2,1,0
6,Jill Young,17,3,5,.600,2,2,1.000,1,3,.333,2,2,1.000,0,0,0,0,0,0,0,0,9
7,Leah Dietel,17,3,5,.600,3,5,.600,0,0,,0,0,,1,2,3,0,1,0,0,2,6
8,Jennie Sunnarborg,16,2,8,.250,1,6,.167,1,2,.500,3,4,.750,1,2,3,2,0,0,0,1,8
9,Alison Anderson,12,0,0,,0,0,,0,0,,0,0,,1,2,3,1,0,0,1,0,0
10,Ashley Eide,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,21,57,.368,13,39,.333,8,18,.444,7,8,.875,9,22,31,10,5,0,18,14,57
