,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kalani Brown,11,13,11,13,0,0,5,5,4,5,1,0,5,1,2,27,0.38461538461538464,1.0
1,Alexis Jones,5,16,3,8,2,8,4,5,0,4,7,0,0,5,4,16,0.25,1.4
2,Alexis Prince,3,9,1,5,2,4,0,0,0,5,1,0,2,1,3,8,0.0,1.0
3,Nina Davis,7,11,7,11,0,0,4,6,1,2,2,0,0,1,3,18,0.36363636363636365,2.0
4,Kristy Wallace,3,5,2,4,1,1,2,2,1,3,4,0,0,7,5,9,0.4,0.5714285714285714
8,School Totals,32,60,27,45,5,15,16,22,9,24,16,1,10,17,19,85,0.26666666666666666,0.9411764705882353
