,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brady Sanders,35,2,6,.333,2,4,.500,0,2,.000,0,0,,0,1,1,7,0,0,0,1,4
1,Imani Boyette,31,7,10,.700,7,10,.700,0,0,,6,8,.750,5,6,11,0,0,1,1,3,20
2,Empress Davenport,31,4,8,.500,4,8,.500,0,0,,3,4,.750,1,4,5,5,2,0,7,2,11
3,Celina Rodrigo,19,1,1,1.000,1,1,1.000,0,0,,0,0,,1,4,5,2,0,0,3,2,2
4,Brianna Taylor,15,0,6,.000,0,6,.000,0,0,,0,2,.000,0,0,0,0,2,0,0,2,0
6,Kelsey Lang,34,6,9,.667,6,9,.667,0,0,,2,2,1.000,1,5,6,0,2,2,1,3,14
7,Brooke McCarty,17,5,7,.714,4,4,1.000,1,3,.333,5,6,.833,0,2,2,1,2,0,1,3,16
8,Ariel Atkins,13,3,12,.250,3,9,.333,0,3,.000,0,0,,0,2,2,0,1,0,0,1,6
9,Krystle Henderson,5,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,1,0
10,School Totals,200,28,59,.475,27,51,.529,1,8,.125,16,22,.727,9,24,33,15,9,3,13,18,73
