,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG%,2P%,3P%,FT%,RB_O2D,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,FG%_MAX,2P%_MAX,3P%_MAX,FT%_MAX,RB_O2D_MAX,TEAM_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG%_OPP,2P%_OPP,3P%_OPP,FT%_OPP,RB_O2D_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%_MAX_OPP,2P%_MAX_OPP,3P%_MAX_OPP,FT%_MAX_OPP,RB_O2D_MAX_OPP,WIN,GAME_ID
278,Green Bay ,15,17,11,15,14,21,1,24,19,62,0.25,0.5833333333333334,2012,0.35,0.37209302325581395,0.29411764705882354,0.8823529411764706,0.7333333333333333,6,6,4,6,6,10,0,8,4,16,0.8571428571428571,1.0,0.5384615384615384,0.625,0.4,1.0,inf,Kentucky ,11,16,10,24,15,11,4,34,16,65,0.2244897959183673,0.4411764705882353,0.5102040816326531,0.5384615384615384,0.4,0.6875,0.4166666666666667,2,4,1,4,5,2,2,9,4,10,0.5,0.8,0.6,0.5714285714285714,1.0,1.0,1.0,False,139
279,Kentucky ,11,16,10,24,15,11,4,34,16,65,0.2244897959183673,0.4411764705882353,2012,0.5102040816326531,0.5384615384615384,0.4,0.6875,0.4166666666666667,2,4,1,4,5,2,2,9,4,10,0.5,0.8,0.6,0.5714285714285714,1.0,1.0,1.0,Green Bay ,15,17,11,15,14,21,1,24,19,62,0.25,0.5833333333333334,0.35,0.37209302325581395,0.29411764705882354,0.8823529411764706,0.7333333333333333,6,6,4,6,6,10,0,8,4,16,0.8571428571428571,1.0,0.5384615384615384,0.625,0.4,1.0,inf,True,139
280,Hampton ,9,17,10,12,8,14,1,6,11,51,0.1428571428571428,1.3333333333333333,2012,0.31746031746031744,0.35294117647058826,0.16666666666666666,0.5294117647058824,0.8333333333333334,5,8,2,5,4,3,0,2,3,19,1.0,2.0,0.35,0.35,0.25,0.625,inf,Stanford ,9,14,7,29,21,5,7,18,15,73,0.18,1.1666666666666667,0.58,0.6052631578947368,0.5,0.6428571428571429,0.2413793103448276,5,7,2,9,11,3,2,3,2,28,0.5,3.6666666666666665,0.8571428571428571,0.7142857142857143,1.0,1.0,0.5,False,140
281,Stanford ,9,14,7,29,21,5,7,18,15,73,0.18,1.1666666666666667,2012,0.58,0.6052631578947368,0.5,0.6428571428571429,0.2413793103448276,5,7,2,9,11,3,2,3,2,28,0.5,3.6666666666666665,0.8571428571428571,0.7142857142857143,1.0,1.0,0.5,Hampton ,9,17,10,12,8,14,1,6,11,51,0.1428571428571428,1.3333333333333333,0.31746031746031744,0.35294117647058826,0.16666666666666666,0.5294117647058824,0.8333333333333334,5,8,2,5,4,3,0,2,3,19,1.0,2.0,0.35,0.35,0.25,0.625,inf,True,140
282,Idaho State ,12,17,13,14,6,9,6,20,18,42,0.2307692307692307,0.3,2012,0.25,0.3125,0.15,0.7058823529411765,0.9285714285714286,5,7,3,5,3,3,3,6,5,12,0.5,0.5,0.3,0.3333333333333333,0.25,1.0,inf,Miami ,19,28,15,24,10,12,4,19,16,70,0.3653846153846153,0.5263157894736842,0.46153846153846156,0.5384615384615384,0.23076923076923078,0.6785714285714286,0.625,3,4,5,9,4,4,2,4,4,20,1.0,2.0,1.0,1.0,0.5,1.0,inf,False,141
283,Miami ,19,28,15,24,10,12,4,19,16,70,0.3653846153846153,0.5263157894736842,2012,0.46153846153846156,0.5384615384615384,0.23076923076923078,0.6785714285714286,0.625,3,4,5,9,4,4,2,4,4,20,1.0,2.0,1.0,1.0,0.5,1.0,inf,Idaho State ,12,17,13,14,6,9,6,20,18,42,0.2307692307692307,0.3,0.25,0.3125,0.15,0.7058823529411765,0.9285714285714286,5,7,3,5,3,3,3,6,5,12,0.5,0.5,0.3,0.3333333333333333,0.25,1.0,inf,True,141
284,Iowa ,9,10,3,19,18,9,4,18,21,74,0.1525423728813559,1.0,2012,0.5084745762711864,0.5555555555555556,0.35714285714285715,0.9,0.15789473684210525,3,4,1,5,11,3,2,5,5,15,0.375,2.75,0.6666666666666666,0.6666666666666666,0.6,1.0,0.5,California ,21,30,18,20,18,13,4,11,16,84,0.3181818181818182,1.6363636363636365,0.45454545454545453,0.54,0.1875,0.7,0.9,6,11,5,5,8,6,1,2,2,16,0.6666666666666666,5.0,0.6666666666666666,0.7142857142857143,0.25,0.8571428571428571,2.0,False,142
285,California ,21,30,18,20,18,13,4,11,16,84,0.3181818181818182,1.6363636363636365,2012,0.45454545454545453,0.54,0.1875,0.7,0.9,6,11,5,5,8,6,1,2,2,16,0.6666666666666666,5.0,0.6666666666666666,0.7142857142857143,0.25,0.8571428571428571,2.0,Iowa ,9,10,3,19,18,9,4,18,21,74,0.1525423728813559,1.0,0.5084745762711864,0.5555555555555556,0.35714285714285715,0.9,0.15789473684210525,3,4,1,5,11,3,2,5,5,15,0.375,2.75,0.6666666666666666,0.6666666666666666,0.6,1.0,0.5,True,142
286,Iowa State ,14,19,7,26,13,6,2,30,16,57,0.3783783783783784,0.4333333333333333,2012,0.4594594594594595,0.5,0.42857142857142855,0.7368421052631579,0.2692307692307692,6,8,3,5,5,2,1,9,4,12,1.2,1.0,0.5555555555555556,0.6666666666666666,0.6666666666666666,1.0,0.6,Green Bay ,10,13,6,15,17,20,2,12,20,71,0.175438596491228,1.4166666666666667,0.43859649122807015,0.5,0.3793103448275862,0.7692307692307693,0.4,3,4,3,6,5,6,1,4,4,16,0.6666666666666666,2.0,0.5454545454545454,0.625,0.5714285714285714,1.0,1.5,False,143
287,Green Bay ,10,13,6,15,17,20,2,12,20,71,0.175438596491228,1.4166666666666667,2012,0.43859649122807015,0.5,0.3793103448275862,0.7692307692307693,0.4,3,4,3,6,5,6,1,4,4,16,0.6666666666666666,2.0,0.5454545454545454,0.625,0.5714285714285714,1.0,1.5,Iowa State ,14,19,7,26,13,6,2,30,16,57,0.3783783783783784,0.4333333333333333,0.4594594594594595,0.5,0.42857142857142855,0.7368421052631579,0.2692307692307692,6,8,3,5,5,2,1,9,4,12,1.2,1.0,0.5555555555555556,0.6666666666666666,0.6666666666666666,1.0,0.6,True,143
288,Kansas ,4,12,7,23,14,4,3,8,19,70,0.0666666666666666,1.75,2012,0.5,0.5454545454545454,0.375,0.3333333333333333,0.30434782608695654,2,4,3,9,6,2,2,3,3,27,0.2222222222222222,5.0,0.5714285714285714,1.0,0.5,1.0,0.75,Delaware ,20,24,12,28,10,3,2,12,14,64,0.3571428571428571,0.8333333333333334,0.375,0.4523809523809524,0.14285714285714285,0.8333333333333334,0.42857142857142855,15,18,6,8,2,2,2,6,4,34,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.2,1.0,1.5,True,144
289,Delaware ,20,24,12,28,10,3,2,12,14,64,0.3571428571428571,0.8333333333333334,2012,0.375,0.4523809523809524,0.14285714285714285,0.8333333333333334,0.42857142857142855,15,18,6,8,2,2,2,6,4,34,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.2,1.0,1.5,Kansas ,4,12,7,23,14,4,3,8,19,70,0.0666666666666666,1.75,0.5,0.5454545454545454,0.375,0.3333333333333333,0.30434782608695654,2,4,3,9,6,2,2,3,3,27,0.2222222222222222,5.0,0.5714285714285714,1.0,0.5,1.0,0.75,False,144
290,Kansas ,5,10,15,24,7,6,3,13,14,57,0.0757575757575757,0.5384615384615384,2012,0.3787878787878788,0.4339622641509434,0.15384615384615385,0.5,0.625,3,7,8,8,5,2,2,6,4,20,0.375,1.0,0.75,0.75,0.25,1.0,1.5,Nebraska ,8,9,12,25,7,4,5,15,14,49,0.1311475409836065,0.4666666666666667,0.32786885245901637,0.4523809523809524,0.05263157894736842,0.8888888888888888,0.48,3,3,4,6,4,1,2,4,3,14,0.75,1.3333333333333333,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0,True,145
291,Nebraska ,8,9,12,25,7,4,5,15,14,49,0.1311475409836065,0.4666666666666667,2012,0.32786885245901637,0.4523809523809524,0.05263157894736842,0.8888888888888888,0.48,3,3,4,6,4,1,2,4,3,14,0.75,1.3333333333333333,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0,Kansas ,5,10,15,24,7,6,3,13,14,57,0.0757575757575757,0.5384615384615384,0.3787878787878788,0.4339622641509434,0.15384615384615385,0.5,0.625,3,7,8,8,5,2,2,6,4,20,0.375,1.0,0.75,0.75,0.25,1.0,1.5,False,145
292,Kansas ,7,11,10,21,13,4,2,8,15,73,0.106060606060606,1.625,2012,0.4696969696969697,0.5192307692307693,0.2857142857142857,0.6363636363636364,0.47619047619047616,3,4,3,7,6,1,2,5,3,23,0.1428571428571428,3.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.75,1.0,Tennessee ,21,24,13,24,15,6,1,8,12,84,0.3181818181818182,1.875,0.4393939393939394,0.5,0.2777777777777778,0.875,0.5416666666666666,6,8,5,9,2,2,1,2,3,18,0.5454545454545454,2.0,0.5454545454545454,0.5555555555555556,0.0,1.0,2.5,False,146
293,Tennessee ,21,24,13,24,15,6,1,8,12,84,0.3181818181818182,1.875,2012,0.4393939393939394,0.5,0.2777777777777778,0.875,0.5416666666666666,6,8,5,9,2,2,1,2,3,18,0.5454545454545454,2.0,0.5454545454545454,0.5555555555555556,0.0,1.0,2.5,Kansas ,7,11,10,21,13,4,2,8,15,73,0.106060606060606,1.625,0.4696969696969697,0.5192307692307693,0.2857142857142857,0.6363636363636364,0.47619047619047616,3,4,3,7,6,1,2,5,3,23,0.1428571428571428,3.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.75,1.0,True,146
294,Kansas State ,2,5,13,15,3,9,2,18,8,26,0.0350877192982456,0.1666666666666666,2012,0.17543859649122806,0.1935483870967742,0.15384615384615385,0.4,0.8666666666666667,2,2,5,4,1,3,1,5,3,11,0.2222222222222222,0.5,0.25,0.2857142857142857,0.25,1.0,5.0,Connecticut ,9,12,12,30,15,11,6,16,9,72,0.1636363636363636,0.9375,0.509090909090909,0.6,0.35,0.75,0.4,2,2,2,8,4,3,3,6,2,16,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,False,147
295,Connecticut ,9,12,12,30,15,11,6,16,9,72,0.1636363636363636,0.9375,2012,0.509090909090909,0.6,0.35,0.75,0.4,2,2,2,8,4,3,3,6,2,16,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,Kansas State ,2,5,13,15,3,9,2,18,8,26,0.0350877192982456,0.1666666666666666,0.17543859649122806,0.1935483870967742,0.15384615384615385,0.4,0.8666666666666667,2,2,5,4,1,3,1,5,3,11,0.2222222222222222,0.5,0.25,0.2857142857142857,0.25,1.0,5.0,True,147
296,Kentucky ,21,22,12,9,8,8,1,10,22,65,0.3442622950819672,0.8,2012,0.3114754098360656,0.325,0.2857142857142857,0.9545454545454546,1.3333333333333333,7,8,4,3,4,2,0,2,4,12,1.75,4.0,0.5,1.0,0.5,1.0,inf,Connecticut ,30,35,12,25,21,7,3,16,19,80,0.6666666666666666,1.3125,0.5111111111111111,0.6333333333333333,0.26666666666666666,0.8571428571428571,0.48,9,11,5,5,5,3,3,4,5,22,1.5,4.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.9,1.6666666666666667,False,148
297,Connecticut ,30,35,12,25,21,7,3,16,19,80,0.6666666666666666,1.3125,2012,0.5111111111111111,0.6333333333333333,0.26666666666666666,0.8571428571428571,0.48,9,11,5,5,5,3,3,4,5,22,1.5,4.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.9,1.6666666666666667,Kentucky ,21,22,12,9,8,8,1,10,22,65,0.3442622950819672,0.8,0.3114754098360656,0.325,0.2857142857142857,0.9545454545454546,1.3333333333333333,7,8,4,3,4,2,0,2,4,12,1.75,4.0,0.5,1.0,0.5,1.0,inf,True,148
298,Liberty ,13,20,9,19,5,6,5,21,11,43,0.3095238095238095,0.238095238095238,2012,0.30952380952380953,0.3,0.3333333333333333,0.65,0.47368421052631576,5,6,4,6,2,2,3,6,3,16,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1.0,0.8333333333333334,1.0,Notre Dame ,6,10,11,22,25,9,1,11,15,74,0.0909090909090909,2.272727272727273,0.48484848484848486,0.5283018867924528,0.3076923076923077,0.6,0.5,2,3,3,8,6,3,1,3,3,15,0.1666666666666666,2.0,0.8333333333333334,1.0,1.0,0.6666666666666666,inf,False,149
299,Notre Dame ,6,10,11,22,25,9,1,11,15,74,0.0909090909090909,2.272727272727273,2012,0.48484848484848486,0.5283018867924528,0.3076923076923077,0.6,0.5,2,3,3,8,6,3,1,3,3,15,0.1666666666666666,2.0,0.8333333333333334,1.0,1.0,0.6666666666666666,inf,Liberty ,13,20,9,19,5,6,5,21,11,43,0.3095238095238095,0.238095238095238,0.30952380952380953,0.3,0.3333333333333333,0.65,0.47368421052631576,5,6,4,6,2,2,3,6,3,16,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1.0,0.8333333333333334,1.0,True,149
300,Louisiana State ,22,24,19,25,15,7,2,18,22,80,0.3013698630136986,0.8333333333333334,2012,0.3698630136986301,0.4107142857142857,0.23529411764705882,0.9166666666666666,0.76,9,9,6,6,6,2,0,4,4,18,0.8181818181818182,1.5,0.38461538461538464,0.5,0.3333333333333333,1.0,1.0,Penn State ,25,29,9,23,9,10,2,12,19,90,0.3846153846153846,0.75,0.4461538461538462,0.4583333333333333,0.4117647058823529,0.8620689655172413,0.391304347826087,11,11,3,7,5,3,1,5,4,30,0.9166666666666666,2.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0,0.42857142857142855,False,150
301,Penn State ,25,29,9,23,9,10,2,12,19,90,0.3846153846153846,0.75,2012,0.4461538461538462,0.4583333333333333,0.4117647058823529,0.8620689655172413,0.391304347826087,11,11,3,7,5,3,1,5,4,30,0.9166666666666666,2.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0,0.42857142857142855,Louisiana State ,22,24,19,25,15,7,2,18,22,80,0.3013698630136986,0.8333333333333334,0.3698630136986301,0.4107142857142857,0.23529411764705882,0.9166666666666666,0.76,9,9,6,6,6,2,0,4,4,18,0.8181818181818182,1.5,0.38461538461538464,0.5,0.3333333333333333,1.0,1.0,True,150
302,Louisville ,13,18,10,21,15,8,1,15,23,68,0.2063492063492063,1.0,2012,0.4126984126984127,0.5227272727272727,0.15789473684210525,0.7222222222222222,0.47619047619047616,4,7,2,6,9,3,1,4,5,22,0.6666666666666666,3.0,0.6666666666666666,1.0,0.25,1.0,0.5,Maryland ,15,27,13,25,14,8,1,15,18,72,0.2678571428571428,0.9333333333333332,0.4642857142857143,0.5121951219512195,0.3333333333333333,0.5555555555555556,0.52,10,13,8,6,3,6,1,4,4,24,1.0,1.0,1.0,1.0,0.4,0.7692307692307693,1.3333333333333333,False,151
303,Maryland ,15,27,13,25,14,8,1,15,18,72,0.2678571428571428,0.9333333333333332,2012,0.4642857142857143,0.5121951219512195,0.3333333333333333,0.5555555555555556,0.52,10,13,8,6,3,6,1,4,4,24,1.0,1.0,1.0,1.0,0.4,0.7692307692307693,1.3333333333333333,Louisville ,13,18,10,21,15,8,1,15,23,68,0.2063492063492063,1.0,0.4126984126984127,0.5227272727272727,0.15789473684210525,0.7222222222222222,0.47619047619047616,4,7,2,6,9,3,1,4,5,22,0.6666666666666666,3.0,0.6666666666666666,1.0,0.25,1.0,0.5,True,151
304,Marist ,21,25,4,23,8,4,2,17,9,76,0.4565217391304347,0.4705882352941176,2012,0.5217391304347826,0.5483870967741935,0.4666666666666667,0.84,0.17391304347826086,7,10,1,9,3,1,2,4,3,21,0.7,1.0,0.75,1.0,0.6,1.0,0.5,Georgia ,6,8,14,19,8,13,2,14,21,70,0.0895522388059701,0.5714285714285714,0.40298507462686567,0.3953488372093023,0.4166666666666667,0.75,0.7368421052631579,4,4,3,3,2,5,1,5,5,21,0.3076923076923077,2.0,0.6,1.0,0.5,1.0,inf,True,152
305,Georgia ,6,8,14,19,8,13,2,14,21,70,0.0895522388059701,0.5714285714285714,2012,0.40298507462686567,0.3953488372093023,0.4166666666666667,0.75,0.7368421052631579,4,4,3,3,2,5,1,5,5,21,0.3076923076923077,2.0,0.6,1.0,0.5,1.0,inf,Marist ,21,25,4,23,8,4,2,17,9,76,0.4565217391304347,0.4705882352941176,0.5217391304347826,0.5483870967741935,0.4666666666666667,0.84,0.17391304347826086,7,10,1,9,3,1,2,4,3,21,0.7,1.0,0.75,1.0,0.6,1.0,0.5,False,152
306,Marist ,16,19,6,15,10,6,4,8,17,63,0.32,1.25,2012,0.4,0.4482758620689655,0.3333333333333333,0.8421052631578947,0.4,6,6,1,5,4,3,2,3,4,19,1.0,4.0,0.5,0.5714285714285714,0.6,1.0,inf,St. Bonaventure ,13,18,13,24,9,2,0,13,18,66,0.2549019607843137,0.6923076923076923,0.45098039215686275,0.4444444444444444,0.4666666666666667,0.7222222222222222,0.5416666666666666,3,3,5,6,4,1,0,3,4,22,0.3333333333333333,2.0,0.8333333333333334,0.8333333333333334,0.5,1.0,3.0,False,153
307,St. Bonaventure ,13,18,13,24,9,2,0,13,18,66,0.2549019607843137,0.6923076923076923,2012,0.45098039215686275,0.4444444444444444,0.4666666666666667,0.7222222222222222,0.5416666666666666,3,3,5,6,4,1,0,3,4,22,0.3333333333333333,2.0,0.8333333333333334,0.8333333333333334,0.5,1.0,3.0,Marist ,16,19,6,15,10,6,4,8,17,63,0.32,1.25,0.4,0.4482758620689655,0.3333333333333333,0.8421052631578947,0.4,6,6,1,5,4,3,2,3,4,19,1.0,4.0,0.5,0.5714285714285714,0.6,1.0,inf,True,153
308,Maryland ,5,8,9,17,10,9,3,20,12,49,0.0892857142857142,0.5,2012,0.39285714285714285,0.4583333333333333,0.0,0.625,0.5294117647058824,3,4,3,4,4,1,1,4,3,17,0.3333333333333333,2.0,0.6666666666666666,0.8,0.0,0.75,3.0,Notre Dame ,13,17,15,26,21,10,2,16,11,80,0.2,1.3125,0.49230769230769234,0.5370370370370371,0.2727272727272727,0.7647058823529411,0.5769230769230769,4,7,5,6,11,5,1,4,4,22,0.3333333333333333,3.6666666666666665,0.5555555555555556,1.0,0.6666666666666666,1.0,1.25,False,154
309,Notre Dame ,13,17,15,26,21,10,2,16,11,80,0.2,1.3125,2012,0.49230769230769234,0.5370370370370371,0.2727272727272727,0.7647058823529411,0.5769230769230769,4,7,5,6,11,5,1,4,4,22,0.3333333333333333,3.6666666666666665,0.5555555555555556,1.0,0.6666666666666666,1.0,1.25,Maryland ,5,8,9,17,10,9,3,20,12,49,0.0892857142857142,0.5,0.39285714285714285,0.4583333333333333,0.0,0.625,0.5294117647058824,3,4,3,4,4,1,1,4,3,17,0.3333333333333333,2.0,0.6666666666666666,0.8,0.0,0.75,3.0,True,154
310,Michigan ,9,14,5,25,11,4,2,14,15,67,0.1551724137931034,0.7857142857142857,2012,0.43103448275862066,0.4857142857142857,0.34782608695652173,0.6428571428571429,0.2,3,4,1,8,7,1,1,3,3,20,0.3333333333333333,3.5,0.6666666666666666,0.75,0.7142857142857143,0.75,1.0,Oklahoma ,10,18,14,25,22,10,2,8,13,88,0.144927536231884,2.75,0.4927536231884058,0.6,0.3448275862068966,0.5555555555555556,0.56,3,5,4,7,6,2,2,3,3,28,0.2857142857142857,3.0,1.0,1.0,0.45454545454545453,1.0,0.8,False,155
311,Oklahoma ,10,18,14,25,22,10,2,8,13,88,0.144927536231884,2.75,2012,0.4927536231884058,0.6,0.3448275862068966,0.5555555555555556,0.56,3,5,4,7,6,2,2,3,3,28,0.2857142857142857,3.0,1.0,1.0,0.45454545454545453,1.0,0.8,Michigan ,9,14,5,25,11,4,2,14,15,67,0.1551724137931034,0.7857142857142857,0.43103448275862066,0.4857142857142857,0.34782608695652173,0.6428571428571429,0.2,3,4,1,8,7,1,1,3,3,20,0.3333333333333333,3.5,0.6666666666666666,0.75,0.7142857142857143,0.75,1.0,True,155
312,Michigan State ,2,6,10,19,14,7,3,14,17,55,0.0327868852459016,1.0,2012,0.4098360655737705,0.4888888888888889,0.1875,0.3333333333333333,0.5263157894736842,1,4,4,8,4,2,2,4,5,12,0.1428571428571428,1.0,0.5454545454545454,0.6666666666666666,0.25,0.5,inf,Louisville ,15,19,14,23,15,9,4,12,9,67,0.2542372881355932,1.25,0.4067796610169492,0.45454545454545453,0.26666666666666666,0.7894736842105263,0.6086956521739131,6,6,2,5,6,3,2,4,4,14,0.6,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,False,156
313,Louisville ,15,19,14,23,15,9,4,12,9,67,0.2542372881355932,1.25,2012,0.4067796610169492,0.45454545454545453,0.26666666666666666,0.7894736842105263,0.6086956521739131,6,6,2,5,6,3,2,4,4,14,0.6,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,Michigan State ,2,6,10,19,14,7,3,14,17,55,0.0327868852459016,1.0,0.4098360655737705,0.4888888888888889,0.1875,0.3333333333333333,0.5263157894736842,1,4,4,8,4,2,2,4,5,12,0.1428571428571428,1.0,0.5454545454545454,0.6666666666666666,0.25,0.5,inf,True,156
314,Middle Tennessee ,5,10,24,16,9,4,3,13,17,46,0.078125,0.6923076923076923,2012,0.28125,0.29545454545454547,0.25,0.5,1.5,2,5,14,10,7,2,2,3,4,12,0.2857142857142857,2.333333333333333,0.375,0.375,0.42857142857142855,1.0,inf,Vanderbilt ,14,21,15,22,13,8,3,12,17,60,0.2745098039215686,1.0833333333333333,0.4117647058823529,0.4722222222222222,0.26666666666666666,0.6666666666666666,0.6818181818181818,11,14,4,6,5,3,3,6,4,19,1.1,2.0,0.6666666666666666,0.6666666666666666,0.6,0.7857142857142857,1.0,False,157
315,Vanderbilt ,14,21,15,22,13,8,3,12,17,60,0.2745098039215686,1.0833333333333333,2012,0.4117647058823529,0.4722222222222222,0.26666666666666666,0.6666666666666666,0.6818181818181818,11,14,4,6,5,3,3,6,4,19,1.1,2.0,0.6666666666666666,0.6666666666666666,0.6,0.7857142857142857,1.0,Middle Tennessee ,5,10,24,16,9,4,3,13,17,46,0.078125,0.6923076923076923,0.28125,0.29545454545454547,0.25,0.5,1.5,2,5,14,10,7,2,2,3,4,12,0.2857142857142857,2.333333333333333,0.375,0.375,0.42857142857142855,1.0,inf,True,157
316,Navy ,2,2,4,20,10,4,1,10,13,44,0.0338983050847457,1.0,2012,0.3050847457627119,0.35294117647058826,0.24,1.0,0.2,2,2,2,5,3,1,1,3,4,14,0.2222222222222222,3.0,0.7,0.7,0.3333333333333333,1.0,0.5,Maryland ,11,14,11,33,13,5,1,11,9,59,0.1896551724137931,1.181818181818182,0.3793103448275862,0.375,0.4,0.7857142857142857,0.3333333333333333,3,5,4,9,4,3,1,3,3,17,0.4,4.0,0.625,0.6666666666666666,0.5,1.0,1.3333333333333333,False,158
317,Maryland ,11,14,11,33,13,5,1,11,9,59,0.1896551724137931,1.181818181818182,2012,0.3793103448275862,0.375,0.4,0.7857142857142857,0.3333333333333333,3,5,4,9,4,3,1,3,3,17,0.4,4.0,0.625,0.6666666666666666,0.5,1.0,1.3333333333333333,Navy ,2,2,4,20,10,4,1,10,13,44,0.0338983050847457,1.0,0.3050847457627119,0.35294117647058826,0.24,1.0,0.2,2,2,2,5,3,1,1,3,4,14,0.2222222222222222,3.0,0.7,0.7,0.3333333333333333,1.0,0.5,True,158
318,Notre Dame ,12,16,9,15,13,6,4,7,19,61,0.1935483870967742,1.8571428571428568,2012,0.3548387096774194,0.3469387755102041,0.38461538461538464,0.75,0.6,5,8,3,5,3,2,1,2,4,20,0.4545454545454545,1.5,0.6,0.6,0.5,1.0,inf,Baylor ,18,21,16,29,20,2,6,9,13,80,0.3103448275862069,2.2222222222222223,0.5,0.5319148936170213,0.36363636363636365,0.8571428571428571,0.5517241379310345,5,6,4,12,5,2,5,2,5,26,0.3125,5.0,0.7142857142857143,0.7142857142857143,0.6666666666666666,1.0,2.0,False,159
319,Baylor ,18,21,16,29,20,2,6,9,13,80,0.3103448275862069,2.2222222222222223,2012,0.5,0.5319148936170213,0.36363636363636365,0.8571428571428571,0.5517241379310345,5,6,4,12,5,2,5,2,5,26,0.3125,5.0,0.7142857142857143,0.7142857142857143,0.6666666666666666,1.0,2.0,Notre Dame ,12,16,9,15,13,6,4,7,19,61,0.1935483870967742,1.8571428571428568,0.3548387096774194,0.3469387755102041,0.38461538461538464,0.75,0.6,5,8,3,5,3,2,1,2,4,20,0.4545454545454545,1.5,0.6,0.6,0.5,1.0,inf,True,159
320,Penn State ,11,16,9,18,8,9,2,15,13,59,0.180327868852459,0.5333333333333333,2012,0.36065573770491804,0.4186046511627907,0.2222222222222222,0.6875,0.5,4,6,3,3,3,2,1,4,4,19,0.25,1.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,1.0,1.5,Connecticut ,7,8,10,30,15,8,4,13,16,77,0.1044776119402985,1.1538461538461535,0.4925373134328358,0.5918367346938775,0.2222222222222222,0.875,0.3333333333333333,2,2,3,5,5,3,2,3,4,20,0.1818181818181818,2.5,0.7,1.0,0.4,1.0,1.5,False,160
321,Connecticut ,7,8,10,30,15,8,4,13,16,77,0.1044776119402985,1.1538461538461535,2012,0.4925373134328358,0.5918367346938775,0.2222222222222222,0.875,0.3333333333333333,2,2,3,5,5,3,2,3,4,20,0.1818181818181818,2.5,0.7,1.0,0.4,1.0,1.5,Penn State ,11,16,9,18,8,9,2,15,13,59,0.180327868852459,0.5333333333333333,0.36065573770491804,0.4186046511627907,0.2222222222222222,0.6875,0.5,4,6,3,3,3,2,1,4,4,19,0.25,1.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,1.0,1.5,True,160
322,Prairie View ,5,8,9,11,7,6,3,17,18,47,0.0925925925925925,0.4117647058823529,2012,0.35185185185185186,0.375,0.2857142857142857,0.625,0.8181818181818182,2,4,6,4,3,2,1,3,4,20,0.1176470588235294,1.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,6.0,Connecticut ,22,24,13,25,20,11,8,14,12,83,0.3728813559322034,1.4285714285714286,0.4576271186440678,0.46511627906976744,0.4375,0.9166666666666666,0.52,5,5,3,5,8,3,2,4,3,18,0.8333333333333334,3.0,0.7,0.7,1.0,1.0,inf,False,161
323,Connecticut ,22,24,13,25,20,11,8,14,12,83,0.3728813559322034,1.4285714285714286,2012,0.4576271186440678,0.46511627906976744,0.4375,0.9166666666666666,0.52,5,5,3,5,8,3,2,4,3,18,0.8333333333333334,3.0,0.7,0.7,1.0,1.0,inf,Prairie View ,5,8,9,11,7,6,3,17,18,47,0.0925925925925925,0.4117647058823529,0.35185185185185186,0.375,0.2857142857142857,0.625,0.8181818181818182,2,4,6,4,3,2,1,3,4,20,0.1176470588235294,1.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,6.0,True,161
