,TEAM,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,index_OPP,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,WIN,GAME_ID
168,Louisville ,28,53,19,37,9,16,20,25,4,17,11,20,4,12,16,85,0.3773584905660377,0.9166666666666666,2010,12,18,6,12,6,11,5,6,1,4,6,7,2,4,4,33,0.6666666666666666,6.0,1,Xavier ,27,54,13,24,14,30,7,12,9,17,19,7,8,24,19,75,0.1296296296296296,0.7916666666666666,8,11,6,8,4,8,2,4,3,5,7,3,5,6,4,20,0.3333333333333333,1.4,True,84
169,Xavier ,27,54,13,24,14,30,7,12,9,17,19,7,8,24,19,75,0.1296296296296296,0.7916666666666666,2010,8,11,6,8,4,8,2,4,3,5,7,3,5,6,4,20,0.3333333333333333,1.4,0,Louisville ,28,53,19,37,9,16,20,25,4,17,11,20,4,12,16,85,0.3773584905660377,0.9166666666666666,12,18,6,12,6,11,5,6,1,4,6,7,2,4,4,33,0.6666666666666666,6.0,False,84
170,Marist ,26,54,16,27,10,27,4,5,6,21,20,6,3,18,19,66,0.074074074074074,1.1111111111111112,2010,9,17,5,9,4,8,3,3,4,8,5,2,2,5,4,25,0.1764705882352941,3.0,1,Duke ,27,63,22,46,5,17,12,23,20,22,14,12,1,16,10,71,0.1904761904761904,0.875,7,22,4,16,3,6,3,6,6,3,4,4,1,2,2,17,0.3333333333333333,2.0,False,85
171,Duke ,27,63,22,46,5,17,12,23,20,22,14,12,1,16,10,71,0.1904761904761904,0.875,2010,7,22,4,16,3,6,3,6,6,3,4,4,1,2,2,17,0.3333333333333333,2.0,0,Marist ,26,54,16,27,10,27,4,5,6,21,20,6,3,18,19,66,0.074074074074074,1.1111111111111112,9,17,5,9,4,8,3,3,4,8,5,2,2,5,4,25,0.1764705882352941,3.0,True,85
172,Marist ,24,55,14,28,10,27,16,23,3,24,21,8,4,7,22,74,0.2909090909090909,3.0,2010,7,14,6,11,3,5,7,8,2,6,8,2,3,2,4,16,0.875,4.0,1,Iowa State ,19,55,14,36,5,19,21,29,15,27,12,3,0,17,20,64,0.3818181818181818,0.7058823529411765,6,20,4,11,2,9,11,14,9,8,5,1,0,5,4,25,0.8461538461538461,2.5,True,86
173,Iowa State ,19,55,14,36,5,19,21,29,15,27,12,3,0,17,20,64,0.3818181818181818,0.7058823529411765,2010,6,20,4,11,2,9,11,14,9,8,5,1,0,5,4,25,0.8461538461538461,2.5,0,Marist ,24,55,14,28,10,27,16,23,3,24,21,8,4,7,22,74,0.2909090909090909,3.0,7,14,6,11,3,5,7,8,2,6,8,2,3,2,4,16,0.875,4.0,False,86
174,Marquette ,27,67,19,49,8,18,8,13,10,18,12,5,3,10,17,70,0.1194029850746268,1.2,2010,8,20,8,17,5,9,3,4,2,7,8,2,1,3,5,19,0.1666666666666666,4.0,1,Tennessee ,30,58,25,46,5,12,14,19,11,29,13,6,9,10,12,79,0.2413793103448276,1.3,7,10,7,10,2,4,4,6,2,8,4,2,5,1,2,18,0.4,4.0,False,87
175,Tennessee ,30,58,25,46,5,12,14,19,11,29,13,6,9,10,12,79,0.2413793103448276,1.3,2010,7,10,7,10,2,4,4,6,2,8,4,2,5,1,2,18,0.4,4.0,0,Marquette ,27,67,19,49,8,18,8,13,10,18,12,5,3,10,17,70,0.1194029850746268,1.2,8,20,8,17,5,9,3,4,2,7,8,2,1,3,5,19,0.1666666666666666,4.0,True,87
176,Middle Tennessee ,16,56,13,36,3,20,6,10,10,16,7,6,0,17,18,41,0.1071428571428571,0.4117647058823529,2010,5,13,5,13,2,9,5,6,5,6,2,3,0,5,3,15,0.4545454545454545,0.6666666666666666,1,Georgia ,21,44,20,37,1,7,13,18,7,28,7,10,4,21,14,56,0.2954545454545454,0.3333333333333333,5,10,5,9,0,2,8,10,4,10,2,4,3,6,4,18,0.8,1.0,False,88
177,Georgia ,21,44,20,37,1,7,13,18,7,28,7,10,4,21,14,56,0.2954545454545454,0.3333333333333333,2010,5,10,5,9,0,2,8,10,4,10,2,4,3,6,4,18,0.8,1.0,0,Middle Tennessee ,16,56,13,36,3,20,6,10,10,16,7,6,0,17,18,41,0.1071428571428571,0.4117647058823529,5,13,5,13,2,9,5,6,5,6,2,3,0,5,3,15,0.4545454545454545,0.6666666666666666,True,88
178,Montana ,16,49,9,29,7,20,8,12,10,17,9,8,2,23,20,47,0.1632653061224489,0.391304347826087,2010,5,10,3,8,4,6,3,4,3,4,4,3,2,10,4,14,0.5,1.0,1,UCLA ,17,40,16,33,1,7,20,33,11,19,6,19,5,18,14,55,0.5,0.3333333333333333,5,10,5,9,0,2,7,12,5,7,3,5,1,5,4,15,2.5,0.6,False,89
179,UCLA ,17,40,16,33,1,7,20,33,11,19,6,19,5,18,14,55,0.5,0.3333333333333333,2010,5,10,5,9,0,2,7,12,5,7,3,5,1,5,4,15,2.5,0.6,0,Montana ,16,49,9,29,7,20,8,12,10,17,9,8,2,23,20,47,0.1632653061224489,0.391304347826087,5,10,3,8,4,6,3,4,3,4,4,3,2,10,4,14,0.5,1.0,True,89
180,Navy ,16,41,12,22,4,19,7,12,7,23,9,5,1,21,12,43,0.1707317073170731,0.4285714285714285,2010,6,10,6,9,2,7,2,5,4,8,3,3,1,7,5,14,0.4,0.6666666666666666,1,DePaul ,25,67,22,52,3,15,3,8,15,14,10,12,3,8,8,56,0.044776119402985,1.25,6,17,6,12,1,5,2,5,6,4,4,6,1,4,4,12,0.1538461538461538,1.0,False,90
181,DePaul ,25,67,22,52,3,15,3,8,15,14,10,12,3,8,8,56,0.044776119402985,1.25,2010,6,17,6,12,1,5,2,5,6,4,4,6,1,4,4,12,0.1538461538461538,1.0,0,Navy ,16,41,12,22,4,19,7,12,7,23,9,5,1,21,12,43,0.1707317073170731,0.4285714285714285,6,10,6,9,2,7,2,5,4,8,3,3,1,7,5,14,0.4,0.6666666666666666,True,90
182,North Carolina ,28,58,25,51,3,7,27,30,14,38,19,6,8,22,21,86,0.4655172413793103,0.8636363636363636,2010,8,16,6,12,2,6,8,8,3,7,5,2,5,6,4,22,1.2,2.5,1,Kentucky ,28,81,23,58,5,23,13,17,14,9,10,8,3,8,23,74,0.1604938271604938,1.25,10,21,10,20,2,10,6,7,6,2,2,3,2,2,4,23,0.5,1.0,True,91
183,Kentucky ,28,81,23,58,5,23,13,17,14,9,10,8,3,8,23,74,0.1604938271604938,1.25,2010,10,21,10,20,2,10,6,7,6,2,2,3,2,2,4,23,0.5,1.0,0,North Carolina ,28,58,25,51,3,7,27,30,14,38,19,6,8,22,21,86,0.4655172413793103,0.8636363636363636,8,16,6,12,2,6,8,8,3,7,5,2,5,6,4,22,1.2,2.5,False,91
184,North Carolina ,24,71,18,58,6,13,11,14,13,28,8,4,6,13,14,65,0.1549295774647887,0.6153846153846154,2010,8,18,6,13,2,5,5,6,3,5,4,1,4,4,2,22,0.5,1.0,1,Stanford ,27,75,23,54,4,21,14,18,14,21,12,4,5,7,13,72,0.1866666666666666,1.7142857142857142,8,18,8,18,2,7,5,5,5,7,5,1,3,4,4,19,0.4444444444444444,0.75,False,92
185,Stanford ,27,75,23,54,4,21,14,18,14,21,12,4,5,7,13,72,0.1866666666666666,1.7142857142857142,2010,8,18,8,18,2,7,5,5,5,7,5,1,3,4,4,19,0.4444444444444444,0.75,0,North Carolina ,24,71,18,58,6,13,11,14,13,28,8,4,6,13,14,65,0.1549295774647887,0.6153846153846154,8,18,6,13,2,5,5,6,3,5,4,1,4,4,2,22,0.5,1.0,True,92
186,Northern Iowa ,24,53,20,39,4,14,14,19,6,23,12,7,1,15,16,66,0.2641509433962264,0.8,2010,7,17,6,11,4,7,4,5,1,8,3,4,1,4,3,21,0.6666666666666666,2.0,1,Michigan State ,28,60,20,40,8,20,5,10,7,26,17,8,6,12,16,69,0.0833333333333333,1.4166666666666667,7,14,5,8,4,9,2,3,2,6,6,2,3,4,5,17,0.25,2.0,False,93
187,Michigan State ,28,60,20,40,8,20,5,10,7,26,17,8,6,12,16,69,0.0833333333333333,1.4166666666666667,2010,7,14,5,8,4,9,2,3,2,6,6,2,3,4,5,17,0.25,2.0,0,Northern Iowa ,24,53,20,39,4,14,14,19,6,23,12,7,1,15,16,66,0.2641509433962264,0.8,7,17,6,11,4,7,4,5,1,8,3,4,1,4,3,21,0.6666666666666666,2.0,True,93
188,Notre Dame ,27,52,23,44,4,8,14,22,8,24,10,6,1,15,13,72,0.2692307692307692,0.6666666666666666,2010,10,14,8,12,2,4,6,7,3,5,6,2,0,6,4,28,0.4285714285714285,1.0,1,Connecticut ,25,59,19,41,6,18,7,13,10,14,16,9,3,12,19,63,0.1186440677966101,1.3333333333333333,14,30,9,17,5,13,3,7,3,6,5,4,1,4,4,36,0.75,3.0,True,94
189,Connecticut ,25,59,19,41,6,18,7,13,10,14,16,9,3,12,19,63,0.1186440677966101,1.3333333333333333,2010,14,30,9,17,5,13,3,7,3,6,5,4,1,4,4,36,0.75,3.0,0,Notre Dame ,27,52,23,44,4,8,14,22,8,24,10,6,1,15,13,72,0.2692307692307692,0.6666666666666666,10,14,8,12,2,4,6,7,3,5,6,2,0,6,4,28,0.4285714285714285,1.0,False,94
190,Notre Dame ,25,56,20,45,5,11,18,22,9,20,17,11,1,15,16,73,0.3214285714285714,1.1333333333333333,2010,9,17,6,15,4,8,7,8,2,7,5,4,1,4,5,24,1.75,5.0,1,Tennessee ,22,67,18,48,4,19,11,17,19,24,11,8,0,19,20,59,0.1641791044776119,0.5789473684210527,6,14,5,10,3,6,4,6,8,6,2,3,0,4,5,13,0.4444444444444444,2.0,True,95
191,Tennessee ,22,67,18,48,4,19,11,17,19,24,11,8,0,19,20,59,0.1641791044776119,0.5789473684210527,2010,6,14,5,10,3,6,4,6,8,6,2,3,0,4,5,13,0.4444444444444444,2.0,0,Notre Dame ,25,56,20,45,5,11,18,22,9,20,17,11,1,15,16,73,0.3214285714285714,1.1333333333333333,9,17,6,15,4,8,7,8,2,7,5,4,1,4,5,24,1.75,5.0,False,95
192,Ohio State ,31,62,24,46,7,16,6,8,3,22,20,3,9,13,17,75,0.0967741935483871,1.5384615384615383,2010,9,18,9,17,4,8,3,4,2,8,7,2,4,5,4,22,0.2727272727272727,3.0,1,Tennessee ,36,77,33,69,3,8,10,16,16,25,20,5,3,8,12,85,0.1298701298701298,2.5,8,13,8,11,2,4,5,6,6,5,7,2,2,4,3,20,0.4166666666666667,2.5,False,96
193,Tennessee ,36,77,33,69,3,8,10,16,16,25,20,5,3,8,12,85,0.1298701298701298,2.5,2010,8,13,8,11,2,4,5,6,6,5,7,2,2,4,3,20,0.4166666666666667,2.5,0,Ohio State ,31,62,24,46,7,16,6,8,3,22,20,3,9,13,17,75,0.0967741935483871,1.5384615384615383,9,18,9,17,4,8,3,4,2,8,7,2,4,5,4,22,0.2727272727272727,3.0,True,96
194,Oklahoma ,29,68,18,39,11,29,19,22,17,27,22,8,2,18,14,88,0.2794117647058823,1.2222222222222223,2010,9,17,6,16,4,12,8,8,4,9,11,4,1,4,3,27,0.4705882352941176,3.6666666666666665,1,Miami ,32,73,24,50,8,23,11,15,15,21,16,9,3,15,20,83,0.1506849315068493,1.0666666666666669,10,20,8,16,4,9,5,6,6,8,6,3,1,4,5,25,0.3125,2.0,True,97
195,Miami ,32,73,24,50,8,23,11,15,15,21,16,9,3,15,20,83,0.1506849315068493,1.0666666666666669,2010,10,20,8,16,4,9,5,6,6,8,6,3,1,4,5,25,0.3125,2.0,0,Oklahoma ,29,68,18,39,11,29,19,22,17,27,22,8,2,18,14,88,0.2794117647058823,1.2222222222222223,9,17,6,16,4,12,8,8,4,9,11,4,1,4,3,27,0.4705882352941176,3.6666666666666665,False,97
196,Oklahoma ,23,55,22,44,1,11,6,9,1,20,14,7,3,24,17,53,0.109090909090909,0.5833333333333334,2010,9,16,9,16,1,5,4,4,1,7,5,3,2,7,4,18,0.25,1.25,1,Notre Dame ,28,59,19,41,9,18,13,18,14,31,24,14,4,24,13,78,0.2203389830508474,1.0,7,15,6,10,6,10,5,6,3,10,12,4,3,8,3,20,0.625,2.0,False,98
197,Notre Dame ,28,59,19,41,9,18,13,18,14,31,24,14,4,24,13,78,0.2203389830508474,1.0,2010,7,15,6,10,6,10,5,6,3,10,12,4,3,8,3,20,0.625,2.0,0,Oklahoma ,23,55,22,44,1,11,6,9,1,20,14,7,3,24,17,53,0.109090909090909,0.5833333333333334,9,16,9,16,1,5,4,4,1,7,5,3,2,7,4,18,0.25,1.25,True,98
198,Prairie View ,12,60,9,45,3,15,3,5,9,13,3,5,1,18,16,30,0.05,0.1666666666666666,2010,4,17,3,13,3,10,1,3,2,4,1,2,0,5,5,12,0.0588235294117647,0.5,1,Baylor ,25,55,24,44,1,11,15,28,13,35,12,10,14,13,9,66,0.2727272727272727,0.9230769230769232,5,8,5,8,0,2,7,10,4,8,4,2,6,2,2,17,0.875,4.0,False,99
199,Baylor ,25,55,24,44,1,11,15,28,13,35,12,10,14,13,9,66,0.2727272727272727,0.9230769230769232,2010,5,8,5,8,0,2,7,10,4,8,4,2,6,2,2,17,0.875,4.0,0,Prairie View ,12,60,9,45,3,15,3,5,9,13,3,5,1,18,16,30,0.05,0.1666666666666666,4,17,3,13,3,10,1,3,2,4,1,2,0,5,5,12,0.0588235294117647,0.5,True,99
200,Princeton ,16,43,12,25,4,18,13,16,8,21,11,5,2,15,14,49,0.3023255813953488,0.7333333333333333,2010,4,10,4,10,3,9,4,4,1,4,2,2,1,4,3,13,1.0,0.5,1,Georgetown ,23,57,15,36,8,21,11,15,12,18,9,5,5,8,15,65,0.1929824561403508,1.125,8,18,4,9,4,9,6,6,3,5,4,3,0,2,3,26,0.3333333333333333,0.5,False,100
201,Georgetown ,23,57,15,36,8,21,11,15,12,18,9,5,5,8,15,65,0.1929824561403508,1.125,2010,8,18,4,9,4,9,6,6,3,5,4,3,0,2,3,26,0.3333333333333333,0.5,0,Princeton ,16,43,12,25,4,18,13,16,8,21,11,5,2,15,14,49,0.3023255813953488,0.7333333333333333,4,10,4,10,3,9,4,4,1,4,2,2,1,4,3,13,1.0,0.5,True,100
202,Purdue ,14,54,11,37,3,17,9,12,6,19,6,6,9,12,20,40,0.1666666666666666,0.5,2010,3,10,2,8,1,4,3,4,1,4,2,2,2,5,4,9,0.3333333333333333,0.6666666666666666,1,Connecticut ,22,62,16,42,6,20,14,17,19,26,15,5,7,16,15,64,0.2258064516129032,0.9375,7,14,5,10,3,7,6,7,6,7,4,3,3,5,4,23,0.4285714285714285,1.0,False,101
203,Connecticut ,22,62,16,42,6,20,14,17,19,26,15,5,7,16,15,64,0.2258064516129032,0.9375,2010,7,14,5,10,3,7,6,7,6,7,4,3,3,5,4,23,0.4285714285714285,1.0,0,Purdue ,14,54,11,37,3,17,9,12,6,19,6,6,9,12,20,40,0.1666666666666666,0.5,3,10,2,8,1,4,3,4,1,4,2,2,2,5,4,9,0.3333333333333333,0.6666666666666666,True,101
204,Purdue ,17,42,12,28,5,14,14,16,3,20,9,6,6,13,9,53,0.3333333333333333,0.6923076923076923,2010,7,15,6,9,3,6,6,6,1,7,5,2,4,3,2,21,0.75,5.0,1,Kansas State ,19,63,13,40,6,23,1,2,18,22,6,3,0,14,15,45,0.0158730158730158,0.4285714285714285,7,20,5,10,4,12,1,2,7,8,4,1,0,4,3,18,0.0588235294117647,2.0,True,102
205,Kansas State ,19,63,13,40,6,23,1,2,18,22,6,3,0,14,15,45,0.0158730158730158,0.4285714285714285,2010,7,20,5,10,4,12,1,2,7,8,4,1,0,4,3,18,0.0588235294117647,2.0,0,Purdue ,17,42,12,28,5,14,14,16,3,20,9,6,6,13,9,53,0.3333333333333333,0.6923076923076923,7,15,6,9,3,6,6,6,1,7,5,2,4,3,2,21,0.75,5.0,False,102
206,Rutgers ,19,53,15,41,4,12,6,9,9,15,13,8,5,20,17,48,0.1132075471698113,0.65,2010,9,20,7,14,2,6,3,6,5,6,2,4,2,7,4,21,0.75,2.0,1,Texas A&M ,24,52,17,37,7,15,15,18,12,21,13,10,9,14,13,70,0.2884615384615384,0.9285714285714286,9,18,7,12,2,6,8,8,5,6,5,3,3,3,3,28,3.0,2.0,False,103
207,Texas A&M ,24,52,17,37,7,15,15,18,12,21,13,10,9,14,13,70,0.2884615384615384,0.9285714285714286,2010,9,18,7,12,2,6,8,8,5,6,5,3,3,3,3,28,3.0,2.0,0,Rutgers ,19,53,15,41,4,12,6,9,9,15,13,8,5,20,17,48,0.1132075471698113,0.65,9,20,7,14,2,6,3,6,5,6,2,4,2,7,4,21,0.75,2.0,True,103
208,Saint Francis ,16,52,12,37,4,15,12,18,9,17,10,11,1,22,20,48,0.2307692307692307,0.4545454545454545,2010,3,10,2,7,1,5,5,6,2,3,3,2,1,5,3,10,0.625,1.0,1,Maryland ,23,58,18,41,5,17,19,29,19,24,12,12,6,23,17,70,0.3275862068965517,0.5217391304347826,6,10,6,10,3,4,4,8,5,4,4,3,2,4,2,16,0.4,1.3333333333333333,False,104
209,Maryland ,23,58,18,41,5,17,19,29,19,24,12,12,6,23,17,70,0.3275862068965517,0.5217391304347826,2010,6,10,6,10,3,4,4,8,5,4,4,3,2,4,2,16,0.4,1.3333333333333333,0,Saint Francis ,16,52,12,37,4,15,12,18,9,17,10,11,1,22,20,48,0.2307692307692307,0.4545454545454545,3,10,2,7,1,5,5,6,2,3,3,2,1,5,3,10,0.625,1.0,True,104
210,Samford ,14,52,9,33,5,19,13,19,7,14,7,3,2,12,21,46,0.25,0.5833333333333334,2010,4,11,4,9,2,5,4,6,2,4,3,1,1,4,4,14,0.5714285714285714,2.0,1,Florida State ,26,55,21,44,5,11,19,28,12,35,15,5,0,16,19,76,0.3454545454545454,0.9375,9,14,9,14,3,5,5,7,4,9,5,2,0,3,3,23,0.5714285714285714,5.0,False,105
211,Florida State ,26,55,21,44,5,11,19,28,12,35,15,5,0,16,19,76,0.3454545454545454,0.9375,2010,9,14,9,14,3,5,5,7,4,9,5,2,0,3,3,23,0.5714285714285714,5.0,0,Samford ,14,52,9,33,5,19,13,19,7,14,7,3,2,12,21,46,0.25,0.5833333333333334,4,11,4,9,2,5,4,6,2,4,3,1,1,4,4,14,0.5714285714285714,2.0,True,105
212,South Dakota State ,18,51,13,33,5,18,15,18,4,21,12,4,2,11,17,56,0.2941176470588235,1.0909090909090908,2010,3,10,3,9,3,7,4,4,1,4,2,1,1,4,5,9,0.5,2.0,1,Xavier ,25,59,22,47,3,12,19,29,15,28,11,6,6,13,15,72,0.3220338983050847,0.8461538461538461,11,18,11,18,3,5,5,7,9,10,4,2,4,3,3,27,0.5,2.0,False,106
213,Xavier ,25,59,22,47,3,12,19,29,15,28,11,6,6,13,15,72,0.3220338983050847,0.8461538461538461,2010,11,18,11,18,3,5,5,7,9,10,4,2,4,3,3,27,0.5,2.0,0,South Dakota State ,18,51,13,33,5,18,15,18,4,21,12,4,2,11,17,56,0.2941176470588235,1.0909090909090908,3,10,3,9,3,7,4,4,1,4,2,1,1,4,5,9,0.5,2.0,True,106
214,St. John's ,22,60,21,53,1,7,4,7,10,11,11,7,1,9,14,49,0.0666666666666666,1.2222222222222223,2010,6,13,6,11,0,3,3,3,3,3,5,3,1,3,4,15,0.2727272727272727,1.6666666666666667,1,Stanford ,31,58,25,42,6,16,7,11,13,26,19,3,6,13,8,75,0.1206896551724138,1.4615384615384617,10,16,10,16,2,7,3,5,6,6,5,1,1,6,3,22,0.375,4.0,False,107
215,Stanford ,31,58,25,42,6,16,7,11,13,26,19,3,6,13,8,75,0.1206896551724138,1.4615384615384617,2010,10,16,10,16,2,7,3,5,6,6,5,1,1,6,3,22,0.375,4.0,0,St. John's ,22,60,21,53,1,7,4,7,10,11,11,7,1,9,14,49,0.0666666666666666,1.2222222222222223,6,13,6,11,0,3,3,3,3,3,5,3,1,3,4,15,0.2727272727272727,1.6666666666666667,True,107
216,St. John's ,21,60,19,54,2,6,11,19,14,29,12,11,3,17,10,55,0.1833333333333333,0.7058823529411765,2010,4,14,4,12,0,2,6,7,5,8,4,3,2,5,3,14,0.75,2.0,1,Texas Tech ,20,60,17,48,3,12,7,9,11,22,10,12,4,20,17,50,0.1166666666666666,0.5,4,15,3,13,1,4,1,2,3,7,3,4,3,5,4,10,0.0833333333333333,1.5,True,108
217,Texas Tech ,20,60,17,48,3,12,7,9,11,22,10,12,4,20,17,50,0.1166666666666666,0.5,2010,4,15,3,13,1,4,1,2,3,7,3,4,3,5,4,10,0.0833333333333333,1.5,0,St. John's ,21,60,19,54,2,6,11,19,14,29,12,11,3,17,10,55,0.1833333333333333,0.7058823529411765,4,14,4,12,0,2,6,7,5,8,4,3,2,5,3,14,0.75,2.0,False,108
218,Stetson ,12,66,9,42,3,24,7,9,8,19,3,3,1,12,18,34,0.106060606060606,0.25,2010,3,21,2,11,1,10,4,4,3,4,1,2,0,5,5,7,1.0,0.5,1,Tennessee ,39,70,31,50,8,20,13,24,15,41,19,7,9,7,10,99,0.1857142857142857,2.7142857142857144,6,10,5,7,4,5,4,8,3,8,3,1,1,1,2,15,0.6666666666666666,2.0,False,109
219,Tennessee ,39,70,31,50,8,20,13,24,15,41,19,7,9,7,10,99,0.1857142857142857,2.7142857142857144,2010,6,10,5,7,4,5,4,8,3,8,3,1,1,1,2,15,0.6666666666666666,2.0,0,Stetson ,12,66,9,42,3,24,7,9,8,19,3,3,1,12,18,34,0.106060606060606,0.25,3,21,2,11,1,10,4,4,3,4,1,2,0,5,5,7,1.0,0.5,True,109
220,Temple ,27,59,23,46,4,13,5,6,10,20,12,11,4,10,15,63,0.0847457627118644,1.2,2010,6,11,6,11,2,6,2,2,3,6,3,6,3,5,4,12,0.2,3.0,1,Arizona State ,17,55,15,40,2,15,9,10,8,16,11,5,3,18,12,45,0.1636363636363636,0.6111111111111112,5,14,5,11,1,3,3,4,2,6,2,1,2,5,2,11,0.5,1.0,True,110
221,Arizona State ,17,55,15,40,2,15,9,10,8,16,11,5,3,18,12,45,0.1636363636363636,0.6111111111111112,2010,5,14,5,11,1,3,3,4,2,6,2,1,2,5,2,11,0.5,1.0,0,Temple ,27,59,23,46,4,13,5,6,10,20,12,11,4,10,15,63,0.0847457627118644,1.2,6,11,6,11,2,6,2,2,3,6,3,6,3,5,4,12,0.2,3.0,False,110
222,Temple ,22,61,14,48,8,13,12,25,14,18,9,12,1,14,19,64,0.1967213114754098,0.6428571428571429,2010,8,16,4,10,4,6,3,6,2,6,4,3,1,5,5,21,1.0,2.0,1,Notre Dame ,28,54,23,43,5,11,16,25,9,26,21,9,7,18,20,77,0.2962962962962963,1.1666666666666667,8,13,8,13,3,4,8,8,5,7,7,2,2,8,5,17,2.0,6.0,False,111
223,Notre Dame ,28,54,23,43,5,11,16,25,9,26,21,9,7,18,20,77,0.2962962962962963,1.1666666666666667,2010,8,13,8,13,3,4,8,8,5,7,7,2,2,8,5,17,2.0,6.0,0,Temple ,22,61,14,48,8,13,12,25,14,18,9,12,1,14,19,64,0.1967213114754098,0.6428571428571429,8,16,4,10,4,6,3,6,2,6,4,3,1,5,5,21,1.0,2.0,True,111
224,Tennessee-Martin ,15,43,11,26,4,17,11,17,6,18,8,3,0,22,15,45,0.2558139534883721,0.3636363636363636,2010,6,21,5,10,1,11,5,7,1,4,3,1,0,9,3,15,1.0,1.0,1,Duke ,37,69,30,49,7,20,9,14,13,23,25,16,1,8,15,90,0.1304347826086956,3.125,7,13,4,7,3,6,2,3,4,3,5,3,0,2,2,18,0.4,5.0,False,112
225,Duke ,37,69,30,49,7,20,9,14,13,23,25,16,1,8,15,90,0.1304347826086956,3.125,2010,7,13,4,7,3,6,2,3,4,3,5,3,0,2,2,18,0.4,5.0,0,Tennessee-Martin ,15,43,11,26,4,17,11,17,6,18,8,3,0,22,15,45,0.2558139534883721,0.3636363636363636,6,21,5,10,1,11,5,7,1,4,3,1,0,9,3,15,1.0,1.0,True,112
226,Texas ,29,74,22,55,7,19,0,0,15,22,13,9,6,11,15,65,0.0,1.181818181818182,2010,8,17,5,14,3,7,0,0,5,9,5,2,4,3,3,19,0.0,1.6666666666666667,1,Marquette ,25,56,20,41,5,15,13,14,4,21,9,7,7,13,6,68,0.2321428571428571,0.6923076923076923,7,17,7,13,3,7,5,6,3,8,3,3,5,4,2,19,0.3333333333333333,3.0,False,113
227,Marquette ,25,56,20,41,5,15,13,14,4,21,9,7,7,13,6,68,0.2321428571428571,0.6923076923076923,2010,7,17,7,13,3,7,5,6,3,8,3,3,5,4,2,19,0.3333333333333333,3.0,0,Texas ,29,74,22,55,7,19,0,0,15,22,13,9,6,11,15,65,0.0,1.181818181818182,8,17,5,14,3,7,0,0,5,9,5,2,4,3,3,19,0.0,1.6666666666666667,True,113
228,Texas A&M ,21,61,19,44,2,17,14,20,11,22,9,11,2,12,16,58,0.2295081967213114,0.75,2010,7,15,5,10,2,5,6,9,6,8,4,5,1,3,3,22,0.4,1.3333333333333333,1,Baylor ,15,48,14,42,1,6,15,25,10,25,7,2,4,19,18,46,0.3125,0.3684210526315789,6,18,6,18,1,2,8,15,3,7,4,1,2,4,3,20,0.4444444444444444,2.0,True,114
229,Baylor ,15,48,14,42,1,6,15,25,10,25,7,2,4,19,18,46,0.3125,0.3684210526315789,2010,6,18,6,18,1,2,8,15,3,7,4,1,2,4,3,20,0.4444444444444444,2.0,0,Texas A&M ,21,61,19,44,2,17,14,20,11,22,9,11,2,12,16,58,0.2295081967213114,0.75,7,15,5,10,2,5,6,9,6,8,4,5,1,3,3,22,0.4,1.3333333333333333,False,114
230,Texas A&M ,23,65,16,45,7,20,10,10,8,14,10,7,5,12,19,63,0.1538461538461538,0.8333333333333334,2010,8,19,7,12,4,8,5,5,3,5,6,4,2,6,4,18,0.8,1.0,1,Stanford ,23,46,20,40,3,6,13,19,5,25,13,8,8,21,18,62,0.2826086956521739,0.6190476190476191,10,15,10,15,3,4,11,14,3,10,4,2,4,7,5,31,0.7333333333333333,2.0,True,115
231,Stanford ,23,46,20,40,3,6,13,19,5,25,13,8,8,21,18,62,0.2826086956521739,0.6190476190476191,2010,10,15,10,15,3,4,11,14,3,10,4,2,4,7,5,31,0.7333333333333333,2.0,0,Texas A&M ,23,65,16,45,7,20,10,10,8,14,10,7,5,12,19,63,0.1538461538461538,0.8333333333333334,8,19,7,12,4,8,5,5,3,5,6,4,2,6,4,18,0.8,1.0,False,115
