,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%,2P%,3P%,FT%,RB_O2D,WIN,GAME_ID
737,South Carolina ,16,20,1,27,8,7,5,18,11,71,0.3555555555555555,0.4444444444444444,2017,10,15,10,13,2,2,4,5,1,5,2,3,4,4,4,23,1.0,1.0,Florida State ,26,71,24,56,2,15,10,13,16,17,12,10,1,11,18,64,0.1408450704225352,1.0909090909090908,6,23,5,19,1,9,3,4,4,6,6,3,0,4,3,16,0.3333333333333333,1.0,0.5777777777777777,0.6571428571428571,0.3,0.8,0.037037037037037035,True,368
738,Gonzaga ,11,15,12,24,13,7,3,13,19,62,0.1549295774647887,1.0,2017,6,15,6,12,1,5,3,4,4,5,4,3,1,4,4,14,0.4,2.0,Oklahoma ,23,53,13,30,10,23,19,21,5,27,10,5,11,17,18,75,0.3584905660377358,0.5882352941176471,6,11,6,11,3,7,5,7,2,8,5,1,9,4,4,18,0.6666666666666666,2.0,0.3380281690140845,0.39622641509433965,0.16666666666666666,0.7333333333333333,0.5,False,369
739,Oklahoma ,19,21,5,27,10,5,11,17,18,75,0.3584905660377358,0.5882352941176471,2017,6,11,6,11,3,7,5,7,2,8,5,1,9,4,4,18,0.6666666666666666,2.0,Gonzaga ,24,71,21,53,3,18,11,15,12,24,13,7,3,13,19,62,0.1549295774647887,1.0,6,15,6,12,1,5,3,4,4,5,4,3,1,4,4,14,0.4,2.0,0.4339622641509434,0.43333333333333335,0.43478260869565216,0.9047619047619048,0.18518518518518517,True,369
740,Hampton ,4,12,14,11,6,14,0,20,22,31,0.0606060606060606,0.3,2017,7,20,6,17,1,7,3,4,8,4,3,5,0,5,5,18,0.2,0.6666666666666666,Duke ,34,55,30,47,4,8,22,25,8,36,23,17,9,19,15,94,0.4,1.2105263157894737,8,14,8,9,4,7,7,8,3,8,9,5,3,6,3,26,0.7777777777777778,9.0,0.18181818181818182,0.21428571428571427,0.125,0.3333333333333333,1.2727272727272727,False,370
741,Duke ,22,25,8,36,23,17,9,19,15,94,0.4,1.2105263157894737,2017,8,14,8,9,4,7,7,8,3,8,9,5,3,6,3,26,0.7777777777777778,9.0,Hampton ,12,66,9,42,3,24,4,12,14,11,6,14,0,20,22,31,0.0606060606060606,0.3,7,20,6,17,1,7,3,4,8,4,3,5,0,5,5,18,0.2,0.6666666666666666,0.6181818181818182,0.6382978723404256,0.5,0.88,0.2222222222222222,True,370
742,Iowa State ,9,12,12,21,15,6,4,17,13,65,0.1428571428571428,0.8823529411764706,2017,7,15,6,10,3,12,6,8,4,7,6,2,1,5,4,21,0.6,1.2,Syracuse ,28,67,13,38,15,29,14,18,13,24,18,14,3,12,16,85,0.208955223880597,1.5,10,21,8,16,8,15,8,8,5,8,8,5,1,5,4,28,0.4285714285714285,2.5,0.38095238095238093,0.4444444444444444,0.2962962962962963,0.75,0.5714285714285714,False,371
743,Syracuse ,14,18,13,24,18,14,3,12,16,85,0.208955223880597,1.5,2017,10,21,8,16,8,15,8,8,5,8,8,5,1,5,4,28,0.4285714285714285,2.5,Iowa State ,24,63,16,36,8,27,9,12,12,21,15,6,4,17,13,65,0.1428571428571428,0.8823529411764706,7,15,6,10,3,12,6,8,4,7,6,2,1,5,4,21,0.6,1.2,0.417910447761194,0.34210526315789475,0.5172413793103449,0.7777777777777778,0.5416666666666666,True,371
744,Kansas State ,6,11,4,17,12,3,1,14,10,48,0.1224489795918367,0.8571428571428571,2017,5,7,4,7,1,4,3,6,2,3,5,1,1,2,2,11,0.4285714285714285,2.5,Stanford ,26,57,18,38,8,19,9,12,10,24,23,8,3,11,17,69,0.1578947368421052,2.090909090909091,7,14,5,11,5,7,2,2,3,4,6,2,1,1,3,21,0.5,5.0,0.3877551020408163,0.4411764705882353,0.26666666666666666,0.5454545454545454,0.23529411764705882,False,372
745,Stanford ,9,12,10,24,23,8,3,11,17,69,0.1578947368421052,2.090909090909091,2017,7,14,5,11,5,7,2,2,3,4,6,2,1,1,3,21,0.5,5.0,Kansas State ,19,49,15,34,4,15,6,11,4,17,12,3,1,14,10,48,0.1224489795918367,0.8571428571428571,5,7,4,7,1,4,3,6,2,3,5,1,1,2,2,11,0.4285714285714285,2.5,0.45614035087719296,0.47368421052631576,0.42105263157894735,0.75,0.4166666666666667,True,372
746,Long Beach State ,5,7,5,16,11,6,2,7,20,55,0.0847457627118644,1.5714285714285714,2017,6,14,3,11,3,7,5,6,2,5,3,2,2,2,4,17,0.3846153846153846,3.0,Oregon State ,23,53,21,37,2,16,8,11,12,28,15,6,10,13,8,56,0.1509433962264151,1.1538461538461535,6,10,6,10,1,8,4,4,5,7,6,2,3,4,2,12,0.5,2.0,0.3389830508474576,0.24390243902439024,0.5555555555555556,0.7142857142857143,0.3125,False,373
747,Oregon State ,8,11,12,28,15,6,10,13,8,56,0.1509433962264151,1.1538461538461535,2017,6,10,6,10,1,8,4,4,5,7,6,2,3,4,2,12,0.5,2.0,Long Beach State ,20,59,10,41,10,18,5,7,5,16,11,6,2,7,20,55,0.0847457627118644,1.5714285714285714,6,14,3,11,3,7,5,6,2,5,3,2,2,2,4,17,0.3846153846153846,3.0,0.4339622641509434,0.5675675675675675,0.125,0.7272727272727273,0.42857142857142855,True,373
748,Louisville ,14,18,13,19,9,3,2,10,20,63,0.2,0.9,2017,6,21,5,16,5,10,4,5,3,6,1,1,1,4,3,21,0.2727272727272727,0.5,Baylor ,35,70,29,52,6,18,21,26,16,33,15,7,6,10,18,97,0.3,1.5,10,15,10,15,2,6,4,4,5,8,3,2,3,2,4,21,4.0,3.0,0.3,0.2857142857142857,0.3333333333333333,0.7777777777777778,0.6842105263157895,False,374
749,Baylor ,21,26,16,33,15,7,6,10,18,97,0.3,1.5,2017,10,15,10,15,2,6,4,4,5,8,3,2,3,2,4,21,4.0,3.0,Louisville ,21,70,14,49,7,21,14,18,13,19,9,3,2,10,20,63,0.2,0.9,6,21,5,16,5,10,4,5,3,6,1,1,1,4,3,21,0.2727272727272727,0.5,0.5,0.5576923076923077,0.3333333333333333,0.8076923076923077,0.48484848484848486,True,374
750,Michigan State ,11,16,4,20,8,2,2,16,20,61,0.2444444444444444,0.5,2017,7,12,4,8,3,6,9,9,1,8,3,1,1,5,3,26,0.75,1.0,Arizona State ,28,57,20,39,8,18,9,12,6,19,21,6,1,10,19,73,0.1578947368421052,2.1,6,10,6,8,3,6,4,4,3,5,4,1,1,2,3,16,0.6666666666666666,4.0,0.4888888888888889,0.5,0.46153846153846156,0.6875,0.2,False,375
751,Arizona State ,9,12,6,19,21,6,1,10,19,73,0.1578947368421052,2.1,2017,6,10,6,8,3,6,4,4,3,5,4,1,1,2,3,16,0.6666666666666666,4.0,Michigan State ,22,45,16,32,6,13,11,16,4,20,8,2,2,16,20,61,0.2444444444444444,0.5,7,12,4,8,3,6,9,9,1,8,3,1,1,5,3,26,0.75,1.0,0.49122807017543857,0.5128205128205128,0.4444444444444444,0.75,0.3157894736842105,True,375
752,Mississippi State ,20,24,10,20,14,6,3,4,19,94,0.2702702702702703,3.5,2017,13,23,7,14,6,9,9,10,2,5,7,2,1,1,4,41,0.5714285714285714,6.0,Baylor ,32,60,27,45,5,15,16,22,9,24,16,1,10,17,19,85,0.2666666666666666,0.9411764705882352,11,16,11,13,2,8,5,6,4,5,7,0,5,7,5,27,0.4,2.0,0.43243243243243246,0.4074074074074074,0.5,0.8333333333333334,0.5,True,376
753,Baylor ,16,22,9,24,16,1,10,17,19,85,0.2666666666666666,0.9411764705882352,2017,11,16,11,13,2,8,5,6,4,5,7,0,5,7,5,27,0.4,2.0,Mississippi State ,32,74,22,54,10,20,20,24,10,20,14,6,3,4,19,94,0.2702702702702703,3.5,13,23,7,14,6,9,9,10,2,5,7,2,1,1,4,41,0.5714285714285714,6.0,0.5333333333333333,0.6,0.3333333333333333,0.7272727272727273,0.375,False,376
754,Mississippi State ,10,13,10,23,11,8,1,10,23,66,0.1492537313432835,1.1,2017,6,18,5,13,3,11,5,6,3,7,6,3,1,3,5,19,0.7142857142857143,3.0,Connecticut ,20,46,13,31,7,15,17,25,5,21,11,4,8,17,15,64,0.3695652173913043,0.6470588235294118,7,12,7,12,3,6,7,11,3,6,5,2,4,5,4,21,1.25,2.5,0.373134328358209,0.4222222222222222,0.2727272727272727,0.7692307692307693,0.43478260869565216,True,377
755,Connecticut ,17,25,5,21,11,4,8,17,15,64,0.3695652173913043,0.6470588235294118,2017,7,12,7,12,3,6,7,11,3,6,5,2,4,5,4,21,1.25,2.5,Mississippi State ,25,67,19,45,6,22,10,13,10,23,11,8,1,10,23,66,0.1492537313432835,1.1,6,18,5,13,3,11,5,6,3,7,6,3,1,3,5,19,0.7142857142857143,3.0,0.43478260869565216,0.41935483870967744,0.4666666666666667,0.68,0.23809523809523808,False,377
756,Mississippi State ,15,18,9,17,8,4,3,9,19,55,0.2727272727272727,0.8888888888888888,2017,5,16,4,11,1,5,4,4,3,9,4,1,1,5,4,12,0.6666666666666666,4.0,South Carolina ,25,55,25,52,0,3,17,22,11,25,7,6,8,11,14,67,0.3090909090909091,0.6363636363636364,9,15,9,15,0,2,5,6,4,6,2,2,4,4,4,23,0.5,2.0,0.34545454545454546,0.3953488372093023,0.16666666666666666,0.8333333333333334,0.5294117647058824,False,378
757,South Carolina ,17,22,11,25,7,6,8,11,14,67,0.3090909090909091,0.6363636363636364,2017,9,15,9,15,0,2,5,6,4,6,2,2,4,4,4,23,0.5,2.0,Mississippi State ,19,55,17,43,2,12,15,18,9,17,8,4,3,9,19,55,0.2727272727272727,0.8888888888888888,5,16,4,11,1,5,4,4,3,9,4,1,1,5,4,12,0.6666666666666666,4.0,0.45454545454545453,0.4807692307692308,0.0,0.7727272727272727,0.44,True,378
758,Montana State ,12,14,9,29,10,4,3,14,24,63,0.1764705882352941,0.7142857142857143,2017,10,28,7,16,3,12,10,12,4,6,3,2,2,3,5,33,0.3571428571428571,3.0,Washington ,31,76,24,47,7,29,22,27,13,34,8,9,4,6,16,91,0.2894736842105263,1.3333333333333333,10,20,9,13,3,8,8,8,5,14,3,3,1,2,3,29,0.5,2.0,0.3235294117647059,0.4411764705882353,0.20588235294117646,0.8571428571428571,0.3103448275862069,False,379
759,Washington ,22,27,13,34,8,9,4,6,16,91,0.2894736842105263,1.3333333333333333,2017,10,20,9,13,3,8,8,8,5,14,3,3,1,2,3,29,0.5,2.0,Montana State ,22,68,15,34,7,34,12,14,9,29,10,4,3,14,24,63,0.1764705882352941,0.7142857142857143,10,28,7,16,3,12,10,12,4,6,3,2,2,3,5,33,0.3571428571428571,3.0,0.40789473684210525,0.5106382978723404,0.2413793103448276,0.8148148148148148,0.38235294117647056,True,379
760,NC State ,26,29,4,18,4,7,0,14,27,80,0.4482758620689655,0.2857142857142857,2017,11,18,11,17,1,6,12,12,1,8,2,4,0,3,5,31,2.0,1.0,Texas ,30,66,25,53,5,13,19,23,12,25,11,3,8,18,25,84,0.2878787878787879,0.6111111111111112,7,13,5,9,3,7,6,7,5,4,2,1,6,5,5,23,0.6666666666666666,1.0,0.4482758620689655,0.5106382978723404,0.18181818181818182,0.896551724137931,0.2222222222222222,False,380
761,Texas ,19,23,12,25,11,3,8,18,25,84,0.2878787878787879,0.6111111111111112,2017,7,13,5,9,3,7,6,7,5,4,2,1,6,5,5,23,0.6666666666666666,1.0,NC State ,26,58,24,47,2,11,26,29,4,18,4,7,0,14,27,80,0.4482758620689655,0.2857142857142857,11,18,11,17,1,6,12,12,1,8,2,4,0,3,5,31,2.0,1.0,0.45454545454545453,0.4716981132075472,0.38461538461538464,0.8260869565217391,0.48,True,380
762,New Mexico State ,12,17,7,19,11,7,1,17,15,64,0.2307692307692307,0.6470588235294118,2017,9,14,5,10,4,7,4,5,3,5,4,2,0,5,4,26,0.375,1.0,Stanford ,26,62,18,41,8,21,12,14,16,21,18,12,12,15,15,72,0.1935483870967742,1.2,6,16,6,11,5,9,4,4,5,7,5,5,3,4,3,17,0.3,1.5,0.4230769230769231,0.3888888888888889,0.5,0.7058823529411765,0.3684210526315789,False,381
763,Stanford ,12,14,16,21,18,12,12,15,15,72,0.1935483870967742,1.2,2017,6,16,6,11,5,9,4,4,5,7,5,5,3,4,3,17,0.3,1.5,New Mexico State ,22,52,14,36,8,16,12,17,7,19,11,7,1,17,15,64,0.2307692307692307,0.6470588235294118,9,14,5,10,4,7,4,5,3,5,4,2,0,5,4,26,0.375,1.0,0.41935483870967744,0.43902439024390244,0.38095238095238093,0.8571428571428571,0.7619047619047619,True,381
764,Northern Iowa ,19,24,7,17,9,5,4,10,11,67,0.3454545454545454,0.9,2017,6,15,6,12,2,4,8,11,3,5,2,2,1,3,3,21,0.5714285714285714,2.0,DePaul ,36,68,25,44,11,24,5,8,15,25,21,4,3,15,21,88,0.0735294117647058,1.4,5,11,4,10,2,5,1,2,3,8,6,3,0,3,4,12,0.125,2.0,0.4,0.46153846153846156,0.25,0.7916666666666666,0.4117647058823529,False,382
765,DePaul ,5,8,15,25,21,4,3,15,21,88,0.0735294117647058,1.4,2017,5,11,4,10,2,5,1,2,3,8,6,3,0,3,4,12,0.125,2.0,Northern Iowa ,22,55,18,39,4,16,19,24,7,17,9,5,4,10,11,67,0.3454545454545454,0.9,6,15,6,12,2,4,8,11,3,5,2,2,1,3,3,21,0.5714285714285714,2.0,0.5294117647058824,0.5681818181818182,0.4583333333333333,0.625,0.6,True,382
766,Ohio State ,10,18,11,31,20,7,10,6,19,82,0.136986301369863,3.333333333333333,2017,8,21,6,12,3,12,2,4,4,8,3,2,4,4,3,21,0.3333333333333333,0.5,Kentucky ,25,73,22,56,3,17,15,19,12,31,12,2,5,12,15,68,0.2054794520547945,1.0,10,23,10,20,2,5,6,8,8,15,5,1,4,4,5,21,0.6666666666666666,4.0,0.4520547945205479,0.54,0.2608695652173913,0.5555555555555556,0.3548387096774194,True,383
767,Kentucky ,15,19,12,31,12,2,5,12,15,68,0.2054794520547945,1.0,2017,10,23,10,20,2,5,6,8,8,15,5,1,4,4,5,21,0.6666666666666666,4.0,Ohio State ,33,73,27,50,6,23,10,18,11,31,20,7,10,6,19,82,0.136986301369863,3.333333333333333,8,21,6,12,3,12,2,4,4,8,3,2,4,4,3,21,0.3333333333333333,0.5,0.3424657534246575,0.39285714285714285,0.17647058823529413,0.7894736842105263,0.3870967741935484,False,383
768,Ohio State ,7,10,8,19,23,4,2,12,17,76,0.0985915492957746,1.9166666666666667,2017,6,14,4,9,2,7,4,5,3,10,6,1,1,4,4,18,0.2857142857142857,1.0,Notre Dame ,34,65,22,41,12,24,19,20,7,28,23,4,1,11,14,99,0.2923076923076923,2.090909090909091,11,22,7,15,4,9,6,7,4,9,10,2,1,3,4,32,0.6,3.333333333333333,0.4225352112676056,0.44680851063829785,0.375,0.7,0.42105263157894735,False,384
769,Notre Dame ,19,20,7,28,23,4,1,11,14,99,0.2923076923076923,2.090909090909091,2017,11,22,7,15,4,9,6,7,4,9,10,2,1,3,4,32,0.6,3.333333333333333,Ohio State ,30,71,21,47,9,24,7,10,8,19,23,4,2,12,17,76,0.0985915492957746,1.9166666666666667,6,14,4,9,2,7,4,5,3,10,6,1,1,4,4,18,0.2857142857142857,1.0,0.5230769230769231,0.5365853658536586,0.5,0.95,0.25,True,384
770,Oklahoma ,6,8,9,16,14,3,5,12,22,82,0.0869565217391304,1.1666666666666667,2017,6,12,4,11,2,5,2,2,3,5,6,2,4,5,4,16,0.1818181818181818,2.0,Washington ,36,63,18,33,18,30,18,28,9,23,20,4,6,7,16,108,0.2857142857142857,2.857142857142857,12,21,6,12,6,10,8,10,3,12,11,2,2,2,4,38,0.8333333333333334,11.0,0.463768115942029,0.46511627906976744,0.46153846153846156,0.75,0.5625,False,385
771,Washington ,18,28,9,23,20,4,6,7,16,108,0.2857142857142857,2.857142857142857,2017,12,21,6,12,6,10,8,10,3,12,11,2,2,2,4,38,0.8333333333333334,11.0,Oklahoma ,32,69,20,43,12,26,6,8,9,16,14,3,5,12,22,82,0.0869565217391304,1.1666666666666667,6,12,4,11,2,5,2,2,3,5,6,2,4,5,4,16,0.1818181818181818,2.0,0.5714285714285714,0.5454545454545454,0.6,0.6428571428571429,0.391304347826087,True,385
772,Oregon ,3,4,2,19,12,2,5,22,12,52,0.0576923076923076,0.5454545454545454,2017,6,13,6,13,3,5,2,2,1,8,4,1,2,6,3,15,0.25,1.3333333333333333,Connecticut ,36,66,29,47,7,19,11,15,12,24,21,16,6,6,7,90,0.1666666666666666,3.5,12,20,10,16,3,5,7,7,4,8,7,5,4,3,3,28,0.5384615384615384,2.0,0.4230769230769231,0.40476190476190477,0.5,0.75,0.10526315789473684,False,386
773,Connecticut ,11,15,12,24,21,16,6,6,7,90,0.1666666666666666,3.5,2017,12,20,10,16,3,5,7,7,4,8,7,5,4,3,3,28,0.5384615384615384,2.0,Oregon ,22,52,17,42,5,10,3,4,2,19,12,2,5,22,12,52,0.0576923076923076,0.5454545454545454,6,13,6,13,3,5,2,2,1,8,4,1,2,6,3,15,0.25,1.3333333333333333,0.5454545454545454,0.6170212765957447,0.3684210526315789,0.7333333333333333,0.5,True,386
774,Oregon ,13,19,9,22,20,6,4,11,11,74,0.2241379310344827,1.818181818181818,2017,9,14,9,14,4,12,6,8,3,12,6,2,2,4,3,20,0.75,6.0,Duke ,26,67,24,52,2,15,11,14,14,22,15,9,7,12,18,65,0.1641791044776119,1.25,8,18,6,11,2,7,7,7,5,7,6,4,3,5,4,25,0.3888888888888889,6.0,0.4482758620689655,0.53125,0.34615384615384615,0.6842105263157895,0.4090909090909091,True,387
775,Duke ,11,14,14,22,15,9,7,12,18,65,0.1641791044776119,1.25,2017,8,18,6,11,2,7,7,7,5,7,6,4,3,5,4,25,0.3888888888888889,6.0,Oregon ,26,58,17,32,9,26,13,19,9,22,20,6,4,11,11,74,0.2241379310344827,1.818181818181818,9,14,9,14,4,12,6,8,3,12,6,2,2,4,3,20,0.75,6.0,0.3880597014925373,0.46153846153846156,0.13333333333333333,0.7857142857142857,0.6363636363636364,False,387
776,Oregon ,15,16,11,17,14,11,1,15,15,77,0.2459016393442623,0.9333333333333332,2017,7,19,7,19,3,8,5,5,6,6,7,3,1,4,4,21,0.5555555555555556,2.0,Maryland ,26,57,26,51,0,6,11,17,13,18,9,11,7,21,20,63,0.1929824561403508,0.4285714285714285,8,18,8,16,0,3,4,4,7,8,3,4,2,5,4,16,0.375,2.0,0.45901639344262296,0.4782608695652174,0.4,0.9375,0.6470588235294118,True,388
777,Maryland ,11,17,13,18,9,11,7,21,20,63,0.1929824561403508,0.4285714285714285,2017,8,18,8,16,0,3,4,4,7,8,3,4,2,5,4,16,0.375,2.0,Oregon ,28,61,22,46,6,15,15,16,11,17,14,11,1,15,15,77,0.2459016393442623,0.9333333333333332,7,19,7,19,3,8,5,5,6,6,7,3,1,4,4,21,0.5555555555555556,2.0,0.45614035087719296,0.5098039215686274,0.0,0.6470588235294118,0.7222222222222222,False,388
778,Oregon ,7,13,15,23,16,6,7,9,9,71,0.1044776119402985,1.7777777777777777,2017,9,17,9,17,2,6,5,9,5,7,7,3,3,2,4,23,0.2941176470588235,3.5,Temple ,29,71,25,55,4,16,8,11,12,24,13,6,0,9,11,70,0.1126760563380281,1.4444444444444444,12,19,8,14,4,8,4,5,8,6,6,3,0,3,3,28,0.2352941176470588,2.0,0.44776119402985076,0.5098039215686274,0.25,0.5384615384615384,0.6521739130434783,True,389
779,Temple ,8,11,12,24,13,6,0,9,11,70,0.1126760563380281,1.4444444444444444,2017,12,19,8,14,4,8,4,5,8,6,6,3,0,3,3,28,0.2352941176470588,2.0,Oregon ,30,67,26,51,4,16,7,13,15,23,16,6,7,9,9,71,0.1044776119402985,1.7777777777777777,9,17,9,17,2,6,5,9,5,7,7,3,3,2,4,23,0.2941176470588235,3.5,0.4084507042253521,0.45454545454545453,0.25,0.7272727272727273,0.5,False,389
780,Pennsylvania ,8,10,7,24,17,3,4,11,18,61,0.1509433962264151,1.5454545454545454,2017,10,17,10,17,2,5,3,4,4,8,7,1,2,4,4,20,0.4285714285714285,1.75,Texas A&M ,20,66,17,55,3,11,20,26,18,21,12,8,1,7,15,63,0.303030303030303,1.7142857142857142,9,21,9,14,3,8,9,11,6,10,8,3,1,3,3,27,0.6428571428571429,2.6666666666666665,0.4339622641509434,0.48484848484848486,0.35,0.8,0.2916666666666667,False,390
781,Texas A&M ,20,26,18,21,12,8,1,7,15,63,0.303030303030303,1.7142857142857142,2017,9,21,9,14,3,8,9,11,6,10,8,3,1,3,3,27,0.6428571428571429,2.6666666666666665,Pennsylvania ,23,53,16,33,7,20,8,10,7,24,17,3,4,11,18,61,0.1509433962264151,1.5454545454545454,10,17,10,17,2,5,3,4,4,8,7,1,2,4,4,20,0.4285714285714285,1.75,0.30303030303030304,0.3090909090909091,0.2727272727272727,0.7692307692307693,0.8571428571428571,True,390
782,Purdue ,26,30,8,27,14,8,5,21,16,74,0.6341463414634146,0.6666666666666666,2017,7,16,6,12,3,5,7,7,2,6,6,2,3,7,3,24,1.5,3.0,Green Bay ,23,70,13,34,10,36,6,7,18,9,14,11,5,11,25,62,0.0857142857142857,1.2727272727272727,9,24,4,7,5,17,2,3,9,3,7,5,3,4,5,23,0.1333333333333333,2.0,0.5121951219512195,0.5172413793103449,0.5,0.8666666666666667,0.2962962962962963,True,391
783,Green Bay ,6,7,18,9,14,11,5,11,25,62,0.0857142857142857,1.2727272727272727,2017,9,24,4,7,5,17,2,3,9,3,7,5,3,4,5,23,0.1333333333333333,2.0,Purdue ,21,41,15,29,6,12,26,30,8,27,14,8,5,21,16,74,0.6341463414634146,0.6666666666666666,7,16,6,12,3,5,7,7,2,6,6,2,3,7,3,24,1.5,3.0,0.32857142857142857,0.38235294117647056,0.2777777777777778,0.8571428571428571,2.0,False,391
784,Purdue ,17,21,10,25,20,5,5,11,16,82,0.25,1.818181818181818,2017,7,19,6,13,2,8,7,9,3,6,10,2,2,3,5,23,0.6363636363636364,3.333333333333333,Notre Dame ,34,72,28,60,6,12,14,17,12,26,21,9,3,9,18,88,0.1944444444444444,2.333333333333333,7,16,6,16,3,5,8,8,5,5,8,2,1,2,5,21,0.5333333333333333,2.0,0.4411764705882353,0.4716981132075472,0.3333333333333333,0.8095238095238095,0.4,False,392
785,Notre Dame ,14,17,12,26,21,9,3,9,18,88,0.1944444444444444,2.333333333333333,2017,7,16,6,16,3,5,8,8,5,5,8,2,1,2,5,21,0.5333333333333333,2.0,Purdue ,30,68,25,53,5,15,17,21,10,25,20,5,5,11,16,82,0.25,1.818181818181818,7,19,6,13,2,8,7,9,3,6,10,2,2,3,5,23,0.6363636363636364,3.333333333333333,0.4722222222222222,0.4666666666666667,0.5,0.8235294117647058,0.46153846153846156,True,392
786,Quinnipiac ,9,14,3,23,20,8,4,11,14,68,0.1698113207547169,1.818181818181818,2017,9,16,8,11,1,5,5,6,0,6,4,4,2,4,3,20,0.8333333333333334,3.0,Marquette ,25,58,21,47,4,11,11,13,9,21,14,6,0,13,14,65,0.1896551724137931,1.0769230769230769,7,15,7,14,3,5,7,9,3,6,3,2,0,4,4,21,0.5833333333333334,1.0,0.5283018867924528,0.625,0.23076923076923078,0.6428571428571429,0.13043478260869565,True,393
787,Marquette ,11,13,9,21,14,6,0,13,14,65,0.1896551724137931,1.0769230769230769,2017,7,15,7,14,3,5,7,9,3,6,3,2,0,4,4,21,0.5833333333333334,1.0,Quinnipiac ,28,53,25,40,3,13,9,14,3,23,20,8,4,11,14,68,0.1698113207547169,1.818181818181818,9,16,8,11,1,5,5,6,0,6,4,4,2,4,3,20,0.8333333333333334,3.0,0.43103448275862066,0.44680851063829785,0.36363636363636365,0.8461538461538461,0.42857142857142855,False,393
788,Quinnipiac ,14,20,7,23,24,6,5,13,23,85,0.2333333333333333,1.8461538461538465,2017,5,8,5,8,3,4,5,6,2,9,7,2,1,5,4,15,0.625,2.333333333333333,Miami ,27,64,22,53,5,11,19,27,10,22,14,8,5,11,20,78,0.296875,1.2727272727272727,8,18,8,14,3,4,6,8,4,5,4,2,2,2,5,25,0.5,4.0,0.4666666666666667,0.38235294117647056,0.5769230769230769,0.7,0.30434782608695654,True,394
789,Miami ,19,27,10,22,14,8,5,11,20,78,0.296875,1.2727272727272727,2017,8,18,8,14,3,4,6,8,4,5,4,2,2,2,5,25,0.5,4.0,Quinnipiac ,28,60,13,34,15,26,14,20,7,23,24,6,5,13,23,85,0.2333333333333333,1.8461538461538465,5,8,5,8,3,4,5,6,2,9,7,2,1,5,4,15,0.625,2.333333333333333,0.421875,0.41509433962264153,0.45454545454545453,0.7037037037037037,0.45454545454545453,False,394
790,Quinnipiac ,8,10,3,12,11,6,2,17,18,58,0.1568627450980392,0.6470588235294118,2017,5,11,4,8,2,3,3,4,1,4,6,4,0,6,4,12,0.3333333333333333,3.0,South Carolina ,36,59,26,43,10,16,18,19,8,25,21,8,4,12,12,100,0.3050847457627119,1.75,9,15,8,12,5,6,10,10,2,6,3,3,2,4,3,28,1.1111111111111112,3.0,0.43137254901960786,0.42105263157894735,0.46153846153846156,0.8,0.25,False,395
791,South Carolina ,18,19,8,25,21,8,4,12,12,100,0.3050847457627119,1.75,2017,9,15,8,12,5,6,10,10,2,6,3,3,2,4,3,28,1.1111111111111112,3.0,Quinnipiac ,22,51,16,38,6,13,8,10,3,12,11,6,2,17,18,58,0.1568627450980392,0.6470588235294118,5,11,4,8,2,3,3,4,1,4,6,4,0,6,4,12,0.3333333333333333,3.0,0.6101694915254238,0.6046511627906976,0.625,0.9473684210526315,0.32,True,395
792,Robert Morris ,8,8,7,14,7,8,1,9,14,49,0.125,0.7777777777777778,2017,6,20,4,9,5,11,2,2,3,3,3,2,1,4,3,19,0.25,1.0,Notre Dame ,32,61,28,49,4,12,11,13,14,34,17,6,7,16,15,79,0.180327868852459,1.0625,7,12,6,12,1,4,4,4,3,7,6,4,5,3,2,15,0.4444444444444444,2.0,0.265625,0.25,0.2916666666666667,1.0,0.5,False,396
793,Notre Dame ,11,13,14,34,17,6,7,16,15,79,0.180327868852459,1.0625,2017,7,12,6,12,1,4,4,4,3,7,6,4,5,3,2,15,0.4444444444444444,2.0,Robert Morris ,17,64,10,40,7,24,8,8,7,14,7,8,1,9,14,49,0.125,0.7777777777777778,6,20,4,9,5,11,2,2,3,3,3,2,1,4,3,19,0.25,1.0,0.5245901639344263,0.5714285714285714,0.3333333333333333,0.8461538461538461,0.4117647058823529,True,396
