,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Baylor ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Naz Hillmon,43,.672,.700,.000,.400,10.1,14.0,12.0,4.8,1.3,0.0,20.3,18.0,112,100,
1,Leigha Brown,41,.680,.633,.133,.267,3.5,22.0,12.6,5.7,2.7,0.0,23.0,27.8,104,96,
2,Akienreh Johnson,41,.468,.464,.357,.143,3.5,3.7,3.6,14.0,1.4,2.0,28.7,26.7,74,101,
3,Danielle Rauch,39,.602,.571,.857,.143,3.7,15.4,9.5,22.6,0.0,0.0,28.7,14.0,105,103,
4,Hailey Brown,36,.375,.375,.750,.000,0.0,16.7,8.2,18.9,1.5,0.0,20.0,14.6,79,99,
6,Maddie Nolan,14,.357,.357,.571,.000,0.0,21.4,10.5,14.2,0.0,0.0,0.0,26.2,82,102,
7,Emily Kiser,11,1.000,1.000,.000,.000,0.0,27.3,13.4,32.8,5.1,7.6,0.0,4.8,213,84,
8,School Totals,225,.558,.540,.371,.177,19.4,76.7,47.5,58.6,7.4,3.7,22.0,100.0,92.6,96.3,
