,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Baylor ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,NaLyssa Smith,45,11,11,1.000,10,10,1.000,1,1,1.000,1,2,.500,0,3,3,2,1,0,4,2,24
1,DiDi Richards,45,1,9,.111,1,9,.111,0,0,,2,2,1.000,2,6,8,9,2,2,4,1,4
2,Moon Ursin,44,9,18,.500,8,15,.533,1,3,.333,1,2,.500,1,4,5,4,0,0,1,3,20
3,Queen Egbo,31,2,8,.250,2,8,.250,0,0,,3,4,.750,2,6,8,1,1,0,1,3,7
4,Trinity Oliver,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
6,DiJonai Carrington,44,7,15,.467,6,10,.600,1,5,.200,4,7,.571,2,4,6,2,4,0,4,2,19
7,Caitlin Bickle,14,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,2,2,0,0,0,1,4,4
8,Sarah Andrews,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,School Totals,225,32,64,.500,29,54,.537,3,10,.300,11,17,.647,7,25,32,18,8,2,16,15,78
