,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Maya Moore,40,.540,.550,.433,.233,5.9,27.3,14.3,18.2,5.9,2.3,10.8,48.3,102,99,
1,Bria Hartley,40,.457,.450,.200,.200,0.0,4.5,1.8,14.3,1.5,0.0,8.4,15.5,99,115,
2,Kelly Faris,39,.333,.333,.333,.000,9.0,18.6,12.8,22.3,3.0,0.0,33.3,12.0,80,108,
3,Tiffany Hayes,33,.286,.286,.143,.000,7.1,0.0,4.3,16.1,0.0,2.8,12.5,12.6,82,118,
4,Stefanie Dolson,25,.593,.500,.000,1.000,9.4,14.5,11.4,14.7,2.3,3.6,34.2,18.3,95,108,
6,Lorin Dixon,23,.500,.500,.000,.000,5.1,7.9,6.2,7.5,2.5,0.0,0.0,4.5,133,111,
7,Heather Buck,0,,,,,,,,,,,,,,,
8,School Totals,200,.483,.475,.305,.220,29.4,63.6,42.9,64.0,13.2,6.8,15.5,100.0,92.6,105.9,
