,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas A&M ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Adrienne Pratcher,38,8,16,.500,7,11,.636,1,5,.200,0,0,,0,1,1,3,0,1,1,1,17
1,Kelsey Bone,33,6,10,.600,5,9,.556,1,1,1.000,0,0,,2,3,5,2,0,3,3,4,13
2,Courtney Williams,32,5,11,.455,4,9,.444,1,2,.500,0,0,,0,4,4,2,1,1,0,3,11
3,Kristi Bellock,30,2,4,.500,2,4,.500,0,0,,0,0,,1,7,8,1,1,1,4,4,4
4,Courtney Walker,28,3,9,.333,3,9,.333,0,0,,0,1,.000,1,3,4,2,1,0,4,1,6
6,Jordan Jones,19,4,8,.500,1,3,.333,3,5,.600,1,1,1.000,1,2,3,4,2,0,1,1,12
7,Karla Gilbert,10,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0
8,Cierra Windham,5,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0
9,Tori Scott,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
10,Peyton Little,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,28,61,.459,22,47,.468,6,14,.429,1,2,.500,6,21,27,14,5,7,14,15,63
