,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Adrienne Pratcher,38,.531,.531,.313,.000,0.0,3.6,1.8,16.1,0.0,2.8,5.9,23.6,107,117,
1,Kelsey Bone,33,.650,.650,.100,.000,7.8,12.5,10.1,11.7,0.0,9.6,23.1,20.8,105,110,
2,Courtney Williams,32,.500,.500,.182,.000,0.0,17.2,8.3,11.5,1.8,3.3,0.0,18.1,108,108,
3,Kristi Bellock,30,.500,.500,.000,.000,4.3,32.2,17.8,5.3,1.9,3.5,50.0,14.1,57,103,
4,Courtney Walker,28,.317,.333,.000,.111,4.6,14.8,9.5,12.0,2.1,0.0,29.8,25.3,55,110,
6,Jordan Jones,19,.708,.688,.625,.125,6.8,14.5,10.5,43.0,6.1,0.0,10.6,26.2,139,101,
7,Karla Gilbert,10,,,,,0.0,13.8,6.7,0.0,0.0,10.5,,0.0,,109,
8,Cierra Windham,5,.000,.000,.000,.000,25.8,0.0,13.3,0.0,0.0,0.0,0.0,21.1,32,120,
9,Tori Scott,4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,13.2,0,120,
10,Peyton Little,1,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7,0,120,
11,School Totals,200,.508,.508,.230,.033,19.4,72.4,45.0,50.0,7.1,18.4,18.4,100.0,90.0,105.7,
