,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Stanford ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Katie Benzan,40,.000,.000,.200,.000,2.5,3.6,2.9,8.7,6.9,0.0,16.7,7.0,24,101,
1,Chloe Bibby,35,.358,.346,.538,.154,2.9,8.2,5.0,12.4,1.6,0.0,6.7,20.0,81,111,
2,Angel Reese,29,.576,.469,.063,.750,17.2,19.7,18.3,10.3,5.7,11.5,4.5,36.1,128,92,
3,Ashley Owusu,24,.222,.222,.111,.000,12.5,6.0,9.8,8.5,0.0,0.0,10.0,19.6,62,116,
4,Diamond Miller,20,.426,.318,.455,.364,0.0,0.0,0.0,0.0,2.7,0.0,13.6,34.7,82,112,
6,Shyanne Sellers,28,.533,.571,.286,.714,0.0,20.4,8.4,16.5,2.0,0.0,0.0,15.4,119,103,
7,Mimi Collins,24,.429,.429,.286,.000,0.0,6.0,2.5,0.0,2.3,0.0,12.5,15.7,78,110,
8,Taisiya Kozlova,0,,,,,,,,,,,,,,,
9,School Totals,200,.418,.360,.279,.338,25.0,46.4,33.8,34.8,16.4,8.3,8.1,100.0,90.4,98.6,
