,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,UT Arlington ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Terryn Milton,36,5,15,.333,5,14,.357,0,1,.000,1,1,1.000,3,3,6,4,1,0,2,2,11
1,Starr Jacobs,34,6,15,.400,6,15,.400,0,0,,7,11,.636,1,5,6,3,2,0,4,5,19
2,Katie Ferrell,31,2,7,.286,0,2,.000,2,5,.400,0,0,,0,7,7,1,3,2,1,3,6
3,Shyia Smith,29,4,6,.667,3,5,.600,1,1,1.000,0,2,.000,3,5,8,2,0,0,0,3,9
4,Claire Chastain,27,4,9,.444,3,6,.500,1,3,.333,0,0,,0,1,1,1,0,2,2,5,9
6,De'Sha Benjamin,31,5,8,.625,3,4,.750,2,4,.500,2,2,1.000,0,4,4,0,0,1,0,0,14
7,Camryn Hawkins,12,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,0,0,0,0,2,3
8,Jordyn Turner,0,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
9,School Totals,200,27,62,.435,20,46,.435,7,16,.438,10,16,.625,7,26,33,11,6,5,9,20,71
