,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Azzi Fudd,7,16,5,11,2,5,3,4,1,4,2,1,1,0,2,19,0.1875,0.0
1,Christyn Williams,9,22,7,14,2,8,1,2,3,2,0,0,0,0,2,21,0.045454545454545456,0.0
2,Paige Bueckers,10,15,9,12,1,3,6,7,0,6,1,0,1,3,1,27,0.4,0.3333333333333333
3,Aaliyah Edwards,4,8,4,8,0,0,2,4,1,5,2,2,0,2,5,10,0.25,1.0
4,Olivia Nelson-Ododa,3,6,3,6,0,0,0,3,5,2,4,0,0,2,4,6,0.0,2.0
9,School Totals,37,77,32,56,5,21,12,20,12,23,10,5,2,7,16,91,0.15584415584415584,1.4285714285714286
