,Miami ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Sylvia Bullock,5,9,5,9,0,0,1,2,1,3,0,1,0,0,1,11,0.1111111111111111,0.0
1,Shenise Johnson,8,15,7,11,1,4,3,3,2,4,4,4,1,2,1,20,0.2,2.0
2,Shawnice Wilson,3,3,3,3,0,0,3,4,5,9,1,2,2,4,1,9,1.0,0.25
3,Stefanie Yderstrom,2,9,2,4,0,5,0,0,0,2,3,0,0,3,4,4,0.0,1.0
4,Krystal Saunders,1,4,0,2,1,2,0,0,2,0,0,0,0,0,2,3,0.0,0.0
11,School Totals,24,52,21,39,3,13,19,28,15,24,10,12,4,19,16,70,0.36538461538461536,0.5263157894736842
