,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Lindsay Allen,9,17,5,10,4,7,6,6,0,5,4,1,0,4,2,28,0.35294117647058826,1.0
1,Jewell Loyd,7,21,7,19,0,2,7,7,3,3,1,3,1,1,0,21,0.3333333333333333,1.0
2,Brianna Turner,6,10,6,10,0,0,0,0,3,4,2,1,2,2,2,12,0.0,1.0
3,Taya Reimer,5,7,5,7,0,0,0,0,1,2,0,0,0,2,4,10,0.0,0.0
4,Michaela Mabrey,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,0.0,0.0
11,School Totals,32,65,28,56,4,9,13,13,11,25,11,9,4,9,12,81,0.2,1.2222222222222223
