,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kierra Fletcher,45,.347,.346,.308,.462,12.4,11.4,11.9,17.6,0.0,2.4,6.0,21.1,88,88,
1,Lotta-Maj Lahtinen,43,.320,.263,.368,.316,5.2,11.9,8.3,13.2,6.0,0.0,12.2,32.7,71,75,
2,Lorela Cubaj,41,.369,.333,.111,.111,5.5,25.0,14.6,30.3,1.6,10.7,9.6,29.1,85,72,
3,Loyal McQueen,37,.417,.417,.667,.000,3.0,6.9,4.8,6.5,0.0,0.0,25.0,12.3,72,92,
4,Nerea Hermosa,27,.750,.750,.000,.000,12.4,14.2,13.3,10.4,4.8,0.0,0.0,8.5,163,77,
6,Eylia Love,20,.000,.000,.000,.000,0.0,25.6,11.9,10.7,0.0,0.0,0.0,2.9,42,82,
7,Anaya Boyd,11,.825,1.000,.000,3.000,0.0,23.3,10.9,0.0,0.0,9.9,30.1,17.2,112,77,
8,School Totals,224,.385,.355,.274,.274,32.5,77.1,53.3,57.1,10.1,14.6,11.4,100.0,78.3,75.4,
