,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Stephen F. Austin ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Stephanie Visscher,45,5,18,.278,3,12,.250,2,6,.333,2,2,1.000,2,10,12,0,1,2,3,2,14
1,Marissa Banfield,28,2,4,.500,0,0,,2,4,.500,0,0,,0,2,2,3,0,0,3,0,6
2,Aiyana Johnson,22,1,8,.125,1,7,.143,0,1,.000,0,0,,0,2,2,3,0,1,1,5,2
3,Zya Nugent,19,1,5,.200,0,2,.000,1,3,.333,0,0,,0,1,1,2,0,0,1,4,3
4,Alyssa Mayfield,14,2,5,.400,2,3,.667,0,2,.000,0,0,,0,1,1,0,0,0,1,1,4
6,Avery Brittingham,28,5,13,.385,5,13,.385,0,0,,6,6,1.000,5,8,13,0,1,1,0,3,16
7,Brianna Mitchell,27,0,2,.000,0,1,.000,0,1,.000,1,2,.500,0,2,2,1,0,0,2,4,1
8,Aaliyah Johnson,23,2,5,.400,1,2,.500,1,3,.333,1,2,.500,1,1,2,1,1,1,0,1,6
9,Tasharian Robinson,20,0,3,.000,0,1,.000,0,2,.000,0,0,,0,0,0,3,0,0,0,1,0
10,School Totals,226,18,63,.286,12,41,.293,6,22,.273,10,12,.833,8,27,35,13,3,5,11,21,52
