,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Duke,72.9,0.54,26.9,26.1,0.24,90.4
1,Georgia,72.9,0.243,17.7,34.7,0.103,54.8
