,Louisville ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,AD Durr,7,14,3,5,4,9,0,0,0,5,4,0,0,3,0,18,0.0,1.3333333333333333
1,Arica Carter,4,8,2,3,2,5,0,0,2,3,4,2,0,0,2,10,0.0,0.0
2,Sam Fuehring,5,12,4,10,1,2,3,4,1,4,4,0,3,0,4,14,0.25,0.0
3,Jazmine Jones,2,5,2,5,0,0,0,0,1,5,2,2,0,0,2,4,0.0,0.0
4,Myisha Hines-Allen,7,12,7,11,0,1,2,4,0,3,2,3,0,0,5,16,0.16666666666666666,0.0
10,School Totals,30,62,21,37,9,25,7,10,7,21,21,7,3,3,16,76,0.11290322580645161,7.0
