,Gonzaga ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Chandler Smith,3,10,3,7,0,3,0,0,0,6,6,2,1,2,1,6,0.0,3.0
1,Jessie Loera,2,7,2,6,0,1,2,2,2,2,6,0,2,4,0,6,0.2857142857142857,1.5
2,Katie Campbell,5,8,0,2,5,6,0,0,0,7,1,1,2,3,3,15,0.0,0.3333333333333333
3,Zykera Rice,8,14,8,13,0,1,2,3,3,3,0,0,0,3,0,18,0.14285714285714285,0.0
4,LeeAnne Wirth,1,6,1,6,0,0,2,2,2,7,1,1,0,2,1,4,0.3333333333333333,0.5
9,School Totals,25,54,18,41,7,13,11,12,10,30,15,4,5,18,14,68,0.2037037037037037,0.8333333333333334
