,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Skylar Diggins,10,14,8,10,2,4,6,6,0,4,6,2,0,6,1,28,0.42857142857142855,1.0
1,Brittany Mallory,3,6,2,3,1,3,1,2,1,3,1,2,0,0,2,8,0.16666666666666666,0.0
2,Devereaux Peters,3,8,3,8,0,0,2,3,3,4,0,0,0,1,2,8,0.25,0.0
3,Natalie Novosel,8,13,7,12,1,1,5,7,0,4,0,0,0,3,3,22,0.38461538461538464,0.0
4,Becca Bruszewski,1,6,1,6,0,0,0,2,3,5,1,2,0,3,4,2,0.0,0.3333333333333333
8,School Totals,27,52,23,44,4,8,14,22,8,24,10,6,1,15,13,72,0.2692307692307692,0.6666666666666666
