,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Florida State,71.8,0.38,12.5,37.2,0.141,88.9
1,South Carolina,71.8,0.611,24.8,5.6,0.356,98.6
