,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brooke McCarty,38,.704,.654,.538,.538,0.0,10.9,5.4,9.3,1.3,0.0,11.1,20.2,144,105,
1,Joyner Holmes,27,.700,.650,.100,.300,24.7,20.4,22.6,14.0,1.8,0.0,30.6,25.7,113,102,
2,Ariel Atkins,24,.506,.333,.167,.667,5.6,5.7,5.6,6.3,0.0,0.0,20.5,17.3,103,108,
3,Kelsey Lang,21,.500,.500,.000,.000,19.0,26.3,22.6,7.8,0.0,24.3,0.0,12.1,136,84,
4,Brianna Taylor,9,1.000,1.000,.000,.000,0.0,15.3,7.5,0.0,5.4,0.0,83.3,28.3,26,95,
6,Audrey-Ann Caron-Goudreau,24,.380,.333,.000,.667,11.1,17.2,14.1,11.8,0.0,0.0,34.0,10.4,82,107,
7,Lashann Higgs,20,.416,.385,.077,.231,0.0,13.8,6.8,0.0,0.0,0.0,0.0,30.4,104,107,
8,Sug Sutton,20,.559,.563,.375,.250,0.0,20.7,10.2,27.3,0.0,4.3,10.1,21.0,124,103,
9,Jordan Hosey,10,.000,.000,.000,.000,13.3,27.6,20.3,0.0,0.0,8.5,0.0,12.7,24,98,
10,Jada Underwood,7,.506,.333,.000,.667,0.0,39.4,19.4,0.0,0.0,0.0,20.5,29.6,96,104,
11,School Totals,200,.546,.492,.197,.348,40.0,86.2,62.7,36.7,3.7,17.0,19.0,100.0,102.4,97.6,
