,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas Tech ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Monique Smalls,37,2,6,.333,1,5,.200,1,1,1.000,1,2,.500,2,4,6,5,2,0,2,4,6
1,Casey Morris,36,1,12,.083,0,5,.000,1,7,.143,1,2,.500,0,3,3,4,2,1,1,1,4
2,Chynna Brown,32,7,13,.538,6,9,.667,1,4,.250,2,2,1.000,2,5,7,2,3,0,3,4,17
3,Christine Hyde,28,7,13,.538,5,10,.500,2,3,.667,4,5,.800,2,3,5,2,0,0,1,4,20
4,Kelsi Baker,26,3,9,.333,1,5,.200,2,4,.500,7,12,.583,2,3,5,1,0,0,3,5,15
6,Jackie Patterson,19,1,6,.167,1,5,.200,0,1,.000,6,6,1.000,1,5,6,1,0,0,1,2,8
7,Mary Bokenkamp,9,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0
8,Amber Battle,9,0,2,.000,0,2,.000,0,0,,0,0,,1,2,3,0,0,0,1,0,0
9,Haley Schneider,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,School Totals,200,21,61,.344,14,41,.341,7,20,.350,21,29,.724,10,26,36,15,8,1,12,20,70
