,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Mount St. Mary's,71.5,0.311,21.5,30.2,0.115,62.5
1,Maryland,71.5,0.562,11.2,51.5,0.385,136.1
