,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Arkansas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Calli Berna,38,1,3,.333,0,1,.000,1,2,.500,2,2,1.000,1,5,6,8,0,0,3,1,5
1,Jhasmin Bowen,35,2,11,.182,2,11,.182,0,0,,3,6,.500,4,4,8,1,3,0,3,2,7
2,Jessica Jackson,34,4,18,.222,3,10,.300,1,8,.125,6,8,.750,3,2,5,1,1,0,2,4,15
3,Melissa Wolff,30,6,10,.600,6,10,.600,0,0,,1,3,.333,4,0,4,0,1,1,0,4,13
4,Kelsey Brooks,30,2,15,.133,2,11,.182,0,4,.000,0,0,,0,0,0,1,3,0,0,2,4
6,McKinley Bostad,16,0,3,.000,0,1,.000,0,2,.000,0,0,,0,0,0,0,1,0,0,2,0
7,Joey Bailey,12,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,1,0,1,2,0
8,Khadijah West,5,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0
9,School Totals,200,15,61,.246,13,45,.289,2,16,.125,12,19,.632,13,12,25,11,10,1,9,19,44
