,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Troy,85.2,0.442,17.5,35.6,0.156,94.1
1,Texas A&M,85.2,0.444,11.7,28.9,0.278,98.8
